str_id, str_name, str_suffix, str_city, str_soundex, str_status, str_rsvd, str_subdiv, str_juris
"1017","COAL CREEK","CT","FORT COLLINS","C400","E","0","0","1"
"1018","COAL CREEK","ST","LOVELAND","C400","E","0","0","2"
"5790","COALDALE","DR","LOVELAND","C434","P","0","26","2"
"9534","COALMONT","ST","LOVELAND","C455","P","0","507","2"
"9504","COAST LINE","CT","TIMNATH","C230","P","1","385","8"
"9194","COAST POINTE","LN","TIMNATH","C230","P","0","385","8"
"1019","COASTAL","CT","FORT COLLINS","C234","E","0","0","1"
"9505","COASTLINE","DR","TIMNATH","C234","P","1","385","8"
"6039","COATS","DR","FORT COLLINS","C320","E","0","0","1"
"1020","COATS","DR","LAPORTE","C320","E","0","0","3"
"8640","COBALT","AVE","LOVELAND","C143","P","0","348","2"
"6563","COBB","DR","FORT COLLINS","C100","E","0","83","1"
"1021","COBB LAKE","DR","FORT COLLINS","C100","E","0","0","1"
"6880","COBBLE","CT","WINDSOR","C140","E","0","0","4"
"6881","COBBLE","DR","WINDSOR","C140","E","0","0","4"
"8892","COBBLER","CT","TIMNATH","C146","P","1","394","8"
"1022","COBBLESTONE","CT","FORT COLLINS","C142","E","0","0","1"
"5315","COBBLESTONE","LN","JOHNSTOWN","C142","E","0","0","6"
"1023","COCHETOPA","CT","FORT COLLINS","C231","E","0","0","1"
"9654","COCHITI","CIR","RED FEATHER LAKES","C230","E","0","630","3"
"7971","COCKLEBUR","DR","FORT COLLINS","C241","E","0","296","1"
"1024","COCKNEY","ST","FORT COLLINS","C250","E","0","0","1"
"1025","COCOPA","CT","RED FEATHER LAKES","C210","E","0","0","3"
"1026","COCOPA","WAY","RED FEATHER LAKES","C210","E","0","0","3"
"9577","COCOPAH TRAIL","DR","WINDSOR","C210","P","0","511","4"
"8353","CODELL","CT","FORT COLLINS","C340","E","0","363","3"
"1027","CODY","CT","LYONS","C300","E","0","0","3"
"1028","CODY","DR","LOVELAND","C300","E","0","0","2"
"1029","COEUR D`ALENE","DR","FORT COLLINS","C600","E","0","0","1"
"7090","COFFEETREE","DR","LOVELAND","C136","P","1","27","2"
"6415","COFFEY","RD","FORT COLLINS","C100","P","1","0","1"
"6416","COFFIN","RD","FORT COLLINS","C150","P","1","0","1"
"10911","COFFMAN","DR","BERTHOUD","C155","P","1","970","7"
"1030","COHO RUN","","FORT COLLINS","C000","E","0","0","1"
"1031","COLARD","LN","LYONS","C463","E","0","0","3"
"1032","COLARD","PL","LYONS","C463","E","0","0","3"
"1033","COLBOARD","DR","FORT COLLINS","C416","E","0","0","1"
"1034","COLBY","CT","FORT COLLINS","C410","E","0","0","1"
"1035","COLBY","ST","FORT COLLINS","C410","E","0","0","1"
"7421","COLD CREEK","","WINDSOR","C430","E","0","191","4"
"8829","COLD MOON","AVE","TIMNATH","C430","P","1","414","8"
"7176","COLE","DR","LOVELAND","C400","P","1","150","2"
"8125","COLEMAN","ST","FORT COLLINS","C455","E","0","325","1"
"8723","COLLAMER","RD","FORT COLLINS","C456","E","0","615","1"
"1036","COLLAND","DR","FORT COLLINS","C453","E","0","0","1"
"1037","COLLEGE","AVE","FORT COLLINS","C420","E","0","0","1"
"10945","COLLEGIATE","WAY","FORT COLLINS","C423","E","0","981","1"
"1038","COLLINDALE","DR","FORT COLLINS","C453","E","0","0","1"
"1039","COLLINGSWOOD","DR","FORT COLLINS","C452","E","0","0","1"
"1040","COLLINS","CT","FORT COLLINS","C452","E","0","0","1"
"8714","COLLOPY","","FORT COLLINS","C410","P","1","0","1"
"7456","COLNEY","CT","WINDSOR","C450","P","0","131","4"
"5791","COLONA","AVE","LOVELAND","C450","E","1","49","2"
"7065","COLONIAL","DR","WINDSOR","C454","E","0","119","4"
"1041","COLONY","CT","FORT COLLINS","C450","E","0","0","1"
"1042","COLONY","DR","FORT COLLINS","C450","E","0","0","1"
"6355","COLONY HILLS","LN","FORT COLLINS","C450","E","0","74","1"
"1043","COLORADO","AVE","LOVELAND","C463","E","0","0","2"
"1044","COLORADO","AVE","BERTHOUD","C463","E","0","0","7"
"1045","COLORADO","ST","FORT COLLINS","C463","E","0","0","1"
"11440","COLORADO RIVER","DR","WINDSOR","C463","E","0","958","4"
"1046","COLSON","PL","LOVELAND","C425","E","0","0","2"
"1047","COLT","DR","LOVELAND","C430","E","0","0","2"
"1048","COLT","CT","FORT COLLINS","C430","E","0","0","1"
"6604","COLTON ","CT","FORT COLLINS","C435","P","1","91","1"
"1049","COLUMBIA","RD","FORT COLLINS","C451","E","0","0","1"
"1050","COLUMBINE","AVE","ESTES PARK","C451","E","0","0","5"
"1051","COLUMBINE","CR","BERTHOUD","C451","E","0","0","7"
"1052","COLUMBINE","DR","ESTES PARK","C451","E","0","0","5"
"1053","COLUMBINE","DR","RED FEATHER LAKES","C451","E","0","0","3"
"1054","COLUMBINE","LN","ESTES PARK","C451","E","0","0","5"
"1055","COLUMBINE","CT","FORT COLLINS","C451","E","0","0","1"
"1056","COLUMBINE","ST","FORT COLLINS","C451","E","0","0","1"
"5316","COLUMBINE","AVE","JOHNSTOWN","C451","E","0","0","6"
"6882","COLUMBINE","DR","WINDSOR","C451","E","0","0","4"
"6703","COLUMBUS","ST","WINDSOR","C451","E","0","0","4"
"9578","COLVILLE ","DR","WINDSOR","C414","P","0","511","4"
"9544","COMANCHE","","LYONS","C552","E","0","0","3"
"1057","COMANCHE","ST","ESTES PARK","C552","E","0","0","5"
"9681","COMANITO","CT","RED FEATHER LAKES","C553","E","0","481","3"
"5571","COMBINE","","JOHNSTOWN","C515","P","1","0","6"
"10359","COMET","ST","FORT COLLINS","C530","E","0","325","1"
"1058","COMMANCHE","CT","RED FEATHER LAKES","C552","E","0","0","3"
"1059","COMMANCHE","CR","RED FEATHER LAKES","C552","E","0","0","3"
"1060","COMMANCHE","DR","FORT COLLINS","C552","E","0","0","1"
"1061","COMMANCHE","WAY","RED FEATHER LAKES","C552","E","0","0","3"
"1062","COMMERCE","DR","FORT COLLINS","C562","E","0","0","1"
"5317","COMMERCE","DR","JOHNSTOWN","C562","E","0","0","6"
"1063","COMMODORE","PL","FORT COLLINS","C536","E","0","0","1"
"7945","COMMON LOON","DR","LOVELAND","C550","P","1","280","2"
"6883","COMMONS","DR","WINDSOR","C552","E","0","0","4"
"1064","COMMUNITY","","ESTES PARK","C553","E","0","0","5"
"1065","COMMUNITY","DR","ESTES PARK","C553","E","0","0","5"
"7206","COMO","CT","LOVELAND","C500","P","1","145","2"
"8951","COMPANION","WAY","FORT COLLINS","C515","E","0","409","1"
"1066","COMPASS","CT","FORT COLLINS","C512","E","0","0","1"
"1067","COMPTON","RD","FORT COLLINS","C513","E","0","0","1"
"10119","CONAGHER","LN","FORT COLLINS","C526","E","0","769","3"
"1068","CONCHO","CT","RED FEATHER LAKES","C520","E","0","0","3"
"1069","CONCISE","DR","FORT COLLINS","C522","E","0","0","1"
"1070","CONCORD","DR","FORT COLLINS","C526","E","0","0","1"
"1071","CONCORD","LN","ESTES PARK","C526","E","0","0","5"
"7232","CONDOR","DR","FORT COLLINS","C536","E","1","158","1"
"1072","CONEFLOWER","DR","FORT COLLINS","C514","E","0","0","1"
"1073","CONEFLOWER","CT","FORT COLLINS","C514","E","0","0","1"
"1074","CONESTOGA","CT","FORT COLLINS","C523","E","0","0","1"
"7066","CONGRESSIONAL","CT","WINDSOR","C526","E","0","119","4"
"6884","CONIFER","CT","WINDSOR","C516","E","0","0","4"
"1075","CONIFER","DR","LOVELAND","C516","E","0","0","2"
"1076","CONIFER","ST","FORT COLLINS","C516","E","0","0","1"
"1077","CONIFER","LN","ESTES PARK","C516","E","0","0","5"
"1078","CONIFER","PL","LOVELAND","C516","E","0","0","2"
"1079","CONNECTICUT","PL","LOVELAND","C523","E","0","0","2"
"1080","CONNECTICUT","CT","FORT COLLINS","C523","E","0","0","1"
"1081","CONNECTICUT","DR","FORT COLLINS","C523","E","0","0","1"
"9260","CONNELLY","LN","TIMNATH","C540","P","1","513","8"
"8099","CONQUEST","ST","FORT COLLINS","C522","E","0","325","1"
"1082","CONSTELLATION","DR","FORT COLLINS","C523","E","0","0","1"
"1083","CONSTITUTION","AVE","FORT COLLINS","C523","E","0","0","1"
"1084","CONSTITUTION","CT","FORT COLLINS","C523","E","0","0","1"
"7328","CONTENTMENT ","LN","FORT COLLINS","C535","E","0","182","3"
"6040","CONTINENTAL","CIR","FORT COLLINS","C535","E","0","0","1"
"1085","CONTINENTAL","CR","FORT COLLINS","C535","E","0","0","1"
"1086","CONTINENTAL","DR","FORT COLLINS","C535","E","0","0","1"
"11214","CONTINENTAL PEAKS","CIR","ESTES PARK","C535","E","0","0","3"
"9904","CONUNDRUM","","TIMNATH","C553","P","0","394","8"
"11427","COOING","ST","WINDSOR","C520","P","0","511","4"
"1087","COOK","DR","FORT COLLINS","C200","E","0","0","1"
"10347","COOL GROVE","LN","RED FEATHER LAKES","C400","P","0","902","3"
"8810","COOLIDGE","AVE","LOVELAND","C432","P","1","146","2"
"11306","COONTS","LN","FORT COLLINS","C532","E","0","995","1"
"6041","COOPER","PL","FORT COLLINS","C160","E","0","0","1"
"10450","COOPERLAND","DR","BERTHOUD","C164","E","1","914","7"
"11088","COOPERLAND TRAIL","","BERTHOUD","C164","P","1","914","7"
"9112","COOPERS DRAW","LN","DRAKE","C162","E","0","481","3"
"1088","COPELAND","CT","FORT COLLINS","C145","E","0","0","1"
"6536","COPERNICUS","DR","FORT COLLINS","C165","E","0","79","1"
"1089","COPPER","AVE","LOVELAND","C160","E","0","0","2"
"1090","COPPER","CT","BELLVUE","C160","E","0","0","3"
"1091","COPPER CREEK","DR","FORT COLLINS","C160","E","0","0","1"
"6042","COPPER CREEK","CT","FORT COLLINS","C160","E","0","0","1"
"9627","COPPER CREST","LN","FORT COLLINS","C160","P","0","608","3"
"1092","COPPER HILL","RD","GLEN HAVEN","C160","E","0","0","3"
"1093","COPPER HILL","CT","GLEN HAVEN","C160","E","0","0","3"
"1094","COPPER HILL","RD","ESTES PARK","C160","E","0","0","5"
"9624","COPPER MILL","LN","FORT COLLINS","C160","P","0","608","3"
"10566","COPPER MOUNTAIN","ST","FORT COLLINS","C160","E","0","933","1"
"5661","COPPER SPRING ","CT","FORT COLLINS","C160","E","0","8","3"
"9195","COPPER SPRINGS","PL","TIMNATH","C160","P","1","394","8"
"9623","COPPERVEIN ","ST","FORT COLLINS","C161","P","0","608","3"
"1095","CORA","PL","LOVELAND","C600","E","0","0","2"
"7038","CORAL","CT","WINDSOR","C640","E","0","118","4"
"6441","CORAL BURST","CIR","LOVELAND","C640","P","1","27","2"
"7694","CORAL SEA","CT","FORT COLLINS","C640","E","0","225","1"
"7415","CORALBELL","ST","WELLINGTON","C641","P","0","190","9"
"1096","CORALBERRY","CT","FORT COLLINS","C641","E","0","0","1"
"1097","CORBETT","DR","FORT COLLINS","C613","E","0","0","1"
"11310","CORD GRASS","DR","FORT COLLINS","C630","E","0","987","1"
"8370","CORDHAVEN","DR","FORT COLLINS","C631","E","0","367","3"
"1098","CORDIAL","RD","FORT COLLINS","C634","E","0","0","1"
"7941","CORDOVA PASS","DR","LOVELAND","C631","P","1","289","2"
"8869","CORDWOOD","DR","TIMNATH","C633","P","1","394","8"
"11462","CORE","LN","FORT COLLINS","C600","P","1","1028","1"
"9261","COREY","CT","TIMNATH","C600","P","1","513","8"
"9168","CORINTH","CT","TIMNATH","C653","P","1","394","8"
"6043","CORK","DR","FORT COLLINS","C620","E","0","0","1"
"1099","CORK","DR","LAPORTE","C620","E","0","0","3"
"1100","CORKWOOD","CT","FORT COLLINS","C623","E","0","0","1"
"1101","CORMORANT","CT","FORT COLLINS","C656","E","0","0","1"
"10758","CORN STALK","DR","WINDSOR","C650","P","1","955","4"
"7623","CORNELIA","","WINDSOR","C654","P","0","214","4"
"1102","CORNELL","AVE","FORT COLLINS","C654","E","0","0","1"
"1103","CORNER","CT","GLEN HAVEN","C656","E","0","0","3"
"6044","CORNER STONE","DR","FORT COLLINS","C656","E","0","0","1"
"6045","CORNER STONE","LN","FORT COLLINS","C656","E","0","0","1"
"6885","CORNERSTONE","DR","WINDSOR","C656","E","0","0","4"
"1104","CORNERSTONE","DR","FORT COLLINS","C656","E","0","0","1"
"7409","CORNFLOWER","ST","WELLINGTON","C651","P","0","190","9"
"9824","CORNHUSK","CT","TIMNATH","C652","P","1","642","8"
"9007","CORNWALL","CIR","TIMNATH","C654","P","0","394","8"
"6046","COROMANDEL","CIR","FORT COLLINS","C655","E","0","0","1"
"1105","CORONA","CT","FORT COLLINS","C650","E","0","0","1"
"1106","CORONADO","AVE","FORT COLLINS","C653","E","0","0","1"
"1107","CORONADO","CT","FORT COLLINS","C653","E","0","0","1"
"8592","CORRAL","CT","TIMNATH","C640","P","1","393","8"
"8111","CORRIANDER","LN","FORT COLLINS","C653","E","0","327","1"
"1108","CORRIEDALE","CT","FORT COLLINS","C634","E","0","0","1"
"1109","CORRIEDALE","DR","FORT COLLINS","C634","E","0","0","1"
"7333","CORSICA","DR","FORT COLLINS","C622","E","0","184","1"
"6047","CORTE ALMADEN","","FORT COLLINS","C630","E","0","0","1"
"1110","CORTE ALMADEN","","FORT COLLINS","C630","E","0","0","1"
"6048","CORTE LA PAZ","","FORT COLLINS","C630","E","0","0","1"
"6049","CORTE MADERA","","FORT COLLINS","C630","E","0","0","1"
"1111","CORTE MADERA","","FORT COLLINS","C630","E","0","0","1"
"6050","CORTE SARATOGA","","FORT COLLINS","C630","E","0","0","1"
"1112","CORTEZ","CT","FORT COLLINS","C632","E","0","0","1"
"1113","CORTEZ","CT","LOVELAND","C632","E","0","0","2"
"1114","CORTEZ","ST","FORT COLLINS","C632","E","0","0","1"
"8136","CORVID","CT","FORT COLLINS","C613","E","1","335","1"
"6836","CORVUS","DR","LOVELAND","C612","P","1","163","2"
"1115","CORYDALIS","CT","FORT COLLINS","C634","E","0","0","1"
"9175","COSMOS","WAY","FORT COLLINS","C252","E","0","79","1"
"9161","COSTA DI LAGO","DR","TIMNATH","C230","P","1","394","8"
"1116","COSTIGAN","AVE","FORT COLLINS","C232","E","0","0","1"
"5792","COTOPAXI","DR","LOVELAND","C312","P","0","26","2"
"1117","COTSWOLD","CT","FORT COLLINS","C324","E","0","0","1"
"8926","COTTAGE","CIR","TIMNATH","C320","P","1","393","8"
"11261","COTTONGRASS","AVE","LOVELAND","C352","P","0","1011","2"
"8826","COTTONSEED","LN","TIMNATH","C352","P","1","394","8"
"1118","COTTONTAIL","RD","LOVELAND","C353","E","0","0","2"
"1119","COTTONWOOD","DR","LOVELAND","C353","E","0","0","2"
"1120","COTTONWOOD","LN","BERTHOUD","C353","E","0","0","7"
"1121","COTTONWOOD","DR","FORT COLLINS","C353","E","0","0","1"
"1122","COTTONWOOD","PL","LOVELAND","C353","E","0","0","2"
"5318","COTTONWOOD","CT","JOHNSTOWN","C353","E","0","0","6"
"5319","COTTONWOOD","DR","JOHNSTOWN","C353","E","0","0","6"
"6704","COTTONWOOD","CT","WINDSOR","C353","E","0","0","4"
"6705","COTTONWOOD","DR","WINDSOR","C353","E","0","0","4"
"1123","COTTONWOOD POINT","DR","FORT COLLINS","C353","E","0","0","1"
"1124","COTTONWOOD SHORES","DR","FORT COLLINS","C353","E","0","0","1"
"1125","COUGAR","DR","BELLVUE","C260","E","0","0","3"
"10314","COUGAR DEN","PL","BELLVUE","C260","P","0","877","3"
"9296","COUGAR RUN","LN","BERTHOUD","C260","E","0","529","3"
"7894","COULEE","LN","LAPORTE","C400","P","0","273","3"
"1126","COULTER","ST","FORT COLLINS","C436","E","0","0","1"
"9018","COUNCIL","DR","TIMNATH","C524","P","1","382","8"
"8681","COUNCIL TREE","","FORT COLLINS","C524","E","1","0","1"
"10452","COUNTRY","RD","BERTHOUD","C536","P","1","914","7"
"5320","COUNTRY ACRES","CT","JOHNSTOWN","C536","E","0","0","6"
"5321","COUNTRY ACRES","DR","JOHNSTOWN","C536","E","0","0","6"
"1127","COUNTRY CLUB","DR","ESTES PARK","C536","E","0","0","5"
"1128","COUNTRY CLUB","RD","FORT COLLINS","C536","E","0","0","1"
"6051","COUNTRY CLUB","CV","FORT COLLINS","C536","E","0","0","1"
"1129","COUNTRY CLUB COVE","","FORT COLLINS","C536","E","0","0","1"
"6706","COUNTRY FARMS","CT","WINDSOR","C536","E","0","0","4"
"6707","COUNTRY FARMS","DR","WINDSOR","C536","E","0","0","4"
"10494","COUNTRY LIFE","WAY","LOVELAND","C536","E","0","0","3"
"7839","COUNTRY MOUNTAIN ","DR","LOVELAND","C536","E","0","259","3"
"11085","COUNTRY ROAD","","BERTHOUD","C536","P","1","914","7"
"11086","COUNTRY ROAD TRAIL","","BERTHOUD","C536","P","0","914","7"
"11487","COUNTRY SUN","DR","WINDSOR","C536","E","0","1031","4"
"5662","COUNTRY VIEW ","CT","LONGMONT","C536","P","0","6","3"
"1130","COUNTRYSIDE","CR","FORT COLLINS","C536","E","0","0","1"
"1131","COUNTRYSIDE","CT","FORT COLLINS","C536","E","0","0","1"
"1132","COUNTRYSIDE","DR","FORT COLLINS","C536","E","0","0","1"
"6052","COUNTRYSIDE","CIR","FORT COLLINS","C536","E","0","0","1"
"1133","COUNTY","RD","FORT COLLINS","C530","E","0","0","1"
"1134","COUNTY","RD","WINDSOR","C530","E","0","0","4"
"6053","COUNTY FAIR","LN","FORT COLLINS","C530","E","0","0","1"
"1135","COUNTY LINE","RD","BERTHOUD","C530","E","0","0","7"
"1136","COUNTY LINE","RD","WINDSOR","C530","E","0","0","4"
"1137","COUNTY LINE","RD","FORT COLLINS","C530","E","0","0","1"
"1138","COUNTY LINE","RD","LONGMONT","C530","E","0","0","3"
"1139","COUNTY LINE","RD","LOVELAND","C530","E","0","0","2"
"1140","COUNTY RD 1","","WINDSOR","C530","E","0","0","4"
"1141","COUNTY RD 1","","FORT COLLINS","C530","E","0","0","1"
"1142","COUNTY RD 10","","BERTHOUD","C530","E","0","0","7"
"1143","COUNTY RD 103","","JELM","C530","E","0","0","3"
"1144","COUNTY RD 103","","LIVERMORE","C530","E","0","0","3"
"1145","COUNTY RD 103","","RED FEATHER LAKES","C530","E","0","0","3"
"1146","COUNTY RD 10E","","BERTHOUD","C530","E","0","0","7"
"1147","COUNTY RD 11","","FORT COLLINS","C530","E","0","0","1"
"1148","COUNTY RD 11","","LOVELAND","C530","E","0","0","2"
"1149","COUNTY RD 11","","WELLINGTON","C530","E","0","0","9"
"1150","COUNTY RD 11C","","LOVELAND","C530","E","0","0","2"
"1151","COUNTY RD 11H","","LOVELAND","C530","E","0","0","2"
"1152","COUNTY RD 12","","LOVELAND","C530","E","0","0","2"
"1153","COUNTY RD 12","","BERTHOUD","C530","E","0","0","7"
"1154","COUNTY RD 129","","BELLVUE","C530","E","0","0","3"
"1155","COUNTY RD 13","","LOVELAND","C530","E","0","0","2"
"1156","COUNTY RD 13","","BERTHOUD","C530","E","0","0","7"
"1157","COUNTY RD 13","","FORT COLLINS","C530","E","0","0","1"
"1158","COUNTY RD 13","","WELLINGTON","C530","E","0","0","9"
"1159","COUNTY RD 131","","BELLVUE","C530","E","0","0","3"
"1160","COUNTY RD 13C","","LOVELAND","C530","E","0","0","2"
"1161","COUNTY RD 13E","","LOVELAND","C530","E","0","0","2"
"1162","COUNTY RD 14","","LOVELAND","C530","E","0","0","2"
"1163","COUNTY RD 15","","BERTHOUD","C530","E","0","0","7"
"1164","COUNTY RD 15","","FORT COLLINS","C530","E","0","0","1"
"1165","COUNTY RD 15","","LOVELAND","C530","E","0","0","2"
"1166","COUNTY RD 15","","WELLINGTON","C530","E","0","0","9"
"1167","COUNTY RD 15A","","BERTHOUD","C530","E","0","0","7"
"1168","COUNTY RD 15C","","BERTHOUD","C530","E","0","0","7"
"1169","COUNTY RD 15H","","LOVELAND","C530","E","0","0","2"
"1170","COUNTY RD 16","","LOVELAND","C530","E","0","0","2"
"1171","COUNTY RD 162","","RED FEATHER LAKES","C530","E","0","0","3"
"1172","COUNTY RD 169","","LIVERMORE","C530","E","0","0","3"
"1173","COUNTY RD 16E","","LOVELAND","C530","E","0","0","2"
"1174","COUNTY RD 16H","","LOVELAND","C530","E","0","0","2"
"1175","COUNTY RD 17","","BERTHOUD","C530","E","0","0","7"
"1176","COUNTY RD 17","","FORT COLLINS","C530","E","0","0","1"
"1177","COUNTY RD 17","","WELLINGTON","C530","E","0","0","9"
"1178","COUNTY RD 17","","LOVELAND","C530","E","0","0","2"
"1179","COUNTY RD 18","","LOVELAND","C530","E","0","0","2"
"1180","COUNTY RD 18E","","LOVELAND","C530","E","0","0","2"
"1181","COUNTY RD 19","","BERTHOUD","C530","E","0","0","7"
"1182","COUNTY RD 19","","FORT COLLINS","C530","E","0","0","1"
"1183","COUNTY RD 19","","LOVELAND","C530","E","0","0","2"
"1184","COUNTY RD 19","","WELLINGTON","C530","E","0","0","9"
"1185","COUNTY RD 190","","JELM","C530","E","0","0","3"
"1186","COUNTY RD 19E","","LOVELAND","C530","E","0","0","2"
"1187","COUNTY RD 2","","BERTHOUD","C530","E","0","0","7"
"1188","COUNTY RD 20","","LOVELAND","C530","E","0","0","2"
"1189","COUNTY RD 20C","","LOVELAND","C530","E","0","0","2"
"1190","COUNTY RD 20E","","LOVELAND","C530","E","0","0","2"
"1191","COUNTY RD 21","","BERTHOUD","C530","E","0","0","7"
"1192","COUNTY RD 21","","FORT COLLINS","C530","E","0","0","1"
"1193","COUNTY RD 21","","LOVELAND","C530","E","0","0","2"
"1194","COUNTY RD 21","","WELLINGTON","C530","E","0","0","9"
"1195","COUNTY RD 21E","","BERTHOUD","C530","E","0","0","7"
"1196","COUNTY RD 22B","","LOVELAND","C530","E","0","0","2"
"1197","COUNTY RD 22H","","LOVELAND","C530","E","0","0","2"
"1198","COUNTY RD 23","","BELLVUE","C530","E","0","0","3"
"1199","COUNTY RD 23","","BERTHOUD","C530","E","0","0","7"
"1200","COUNTY RD 23","","FORT COLLINS","C530","E","0","0","1"
"1201","COUNTY RD 23","","LOVELAND","C530","E","0","0","2"
"1202","COUNTY RD 23","","WELLINGTON","C530","E","0","0","9"
"1203","COUNTY RD 23E","","FORT COLLINS","C530","E","0","0","1"
"1204","COUNTY RD 23E","","LAPORTE","C530","E","0","0","3"
"1205","COUNTY RD 23E","","BELLVUE","C530","E","0","0","3"
"1206","COUNTY RD 23E","","BERTHOUD","C530","E","0","0","7"
"1207","COUNTY RD 23E","","LOVELAND","C530","E","0","0","2"
"1208","COUNTY RD 23H","","LOVELAND","C530","E","0","0","2"
"1209","COUNTY RD 24","","LOVELAND","C530","E","0","0","2"
"1210","COUNTY RD 24E","","LOVELAND","C530","E","0","0","2"
"1211","COUNTY RD 24H","","LOVELAND","C530","E","0","0","2"
"1212","COUNTY RD 25","","LOVELAND","C530","E","0","0","2"
"1213","COUNTY RD 25E","","LOVELAND","C530","E","0","0","2"
"1214","COUNTY RD 25E","","BELLVUE","C530","E","0","0","3"
"1215","COUNTY RD 25G","","BELLVUE","C530","E","0","0","3"
"1216","COUNTY RD 26","","LOVELAND","C530","E","0","0","2"
"1217","COUNTY RD 27","","LOVELAND","C530","E","0","0","2"
"1218","COUNTY RD 27","","BELLVUE","C530","E","0","0","3"
"1219","COUNTY RD 27","","MASONVILLE","C530","E","0","0","3"
"1220","COUNTY RD 27E","","BELLVUE","C530","E","0","0","3"
"1221","COUNTY RD 27E","","BERTHOUD","C530","E","0","0","7"
"1222","COUNTY RD 28","","LOVELAND","C530","E","0","0","2"
"1223","COUNTY RD 29","","LOVELAND","C530","E","0","0","2"
"1224","COUNTY RD 29C","","BELLVUE","C530","E","0","0","3"
"1225","COUNTY RD 2E","","BERTHOUD","C530","E","0","0","7"
"1226","COUNTY RD 3","","WELLINGTON","C530","E","0","0","9"
"1227","COUNTY RD 3","","FORT COLLINS","C530","E","0","0","1"
"1228","COUNTY RD 3","","LOVELAND","C530","E","0","0","2"
"1229","COUNTY RD 30","","FORT COLLINS","C530","E","0","0","1"
"1230","COUNTY RD 30","","LOVELAND","C530","E","0","0","2"
"1231","COUNTY RD 31","","LOVELAND","C530","E","0","0","2"
"1232","COUNTY RD 31","","BERTHOUD","C530","E","0","0","7"
"1233","COUNTY RD 31D","","LOVELAND","C530","E","0","0","2"
"1234","COUNTY RD 32","","FORT COLLINS","C530","E","0","0","1"
"1235","COUNTY RD 32C","","LOVELAND","C530","E","0","0","2"
"1236","COUNTY RD 32E","","FORT COLLINS","C530","E","0","0","1"
"1237","COUNTY RD 34","","FORT COLLINS","C530","E","0","0","1"
"1238","COUNTY RD 34E","","FORT COLLINS","C530","E","0","0","1"
"1239","COUNTY RD 36","","FORT COLLINS","C530","E","0","0","1"
"1240","COUNTY RD 37","","LIVERMORE","C530","E","0","0","3"
"1241","COUNTY RD 37E","","LYONS","C530","E","0","0","3"
"1242","COUNTY RD 38","","FORT COLLINS","C530","E","0","0","1"
"1243","COUNTY RD 38E","","FORT COLLINS","C530","E","0","0","1"
"1244","COUNTY RD 38E","","LOVELAND","C530","E","0","0","2"
"1245","COUNTY RD 3E","","FORT COLLINS","C530","E","0","0","1"
"1246","COUNTY RD 3E","","LOVELAND","C530","E","0","0","2"
"1247","COUNTY RD 3F","","FORT COLLINS","C530","E","0","0","1"
"1248","COUNTY RD 4","","BERTHOUD","C530","E","0","0","7"
"1249","COUNTY RD 40","","FORT COLLINS","C530","E","0","0","1"
"1250","COUNTY RD 40","","WINDSOR","C530","E","0","0","4"
"1251","COUNTY RD 402","","LOVELAND","C530","E","0","0","2"
"1252","COUNTY RD 41","","BELLVUE","C530","E","0","0","3"
"1253","COUNTY RD 42E","","FORT COLLINS","C530","E","0","0","1"
"1254","COUNTY RD 43","","DRAKE","C530","E","0","0","3"
"1255","COUNTY RD 43","","ESTES PARK","C530","E","0","0","5"
"1256","COUNTY RD 43","","GLEN HAVEN","C530","E","0","0","3"
"1257","COUNTY RD 44","","FORT COLLINS","C530","E","0","0","1"
"1258","COUNTY RD 44H","","BELLVUE","C530","E","0","0","3"
"1259","COUNTY RD 45E","","VIRGINIA DALE","C530","E","0","0","3"
"1260","COUNTY RD 45E","","LIVERMORE","C530","E","0","0","3"
"1261","COUNTY RD 48","","FORT COLLINS","C530","E","0","0","1"
"1262","COUNTY RD 48C","","BELLVUE","C530","E","0","0","3"
"1263","COUNTY RD 4E","","BERTHOUD","C530","E","0","0","7"
"1264","COUNTY RD 5","","FORT COLLINS","C530","E","0","0","1"
"1265","COUNTY RD 5","","LOVELAND","C530","E","0","0","2"
"1266","COUNTY RD 5","","TIMNATH","C530","E","0","0","8"
"1267","COUNTY RD 5","","WELLINGTON","C530","E","0","0","9"
"1268","COUNTY RD 50","","BELLVUE","C530","E","0","0","3"
"1269","COUNTY RD 50","","FORT COLLINS","C530","E","0","0","1"
"1270","COUNTY RD 50E","","FORT COLLINS","C530","E","0","0","1"
"1271","COUNTY RD 52","","FORT COLLINS","C530","E","0","0","1"
"1272","COUNTY RD 52","","LAPORTE","C530","E","0","0","3"
"1273","COUNTY RD 52E","","BELLVUE","C530","E","0","0","3"
"1274","COUNTY RD 52E","","FORT COLLINS","C530","E","0","0","1"
"1275","COUNTY RD 52E","","LAPORTE","C530","E","0","0","3"
"1276","COUNTY RD 52H","","FORT COLLINS","C530","E","0","0","1"
"1277","COUNTY RD 54","","FORT COLLINS","C530","E","0","0","1"
"1278","COUNTY RD 54E","","BELLVUE","C530","E","0","0","3"
"1279","COUNTY RD 54G","","FORT COLLINS","C530","E","0","0","1"
"1280","COUNTY RD 54G","","LAPORTE","C530","E","0","0","3"
"1281","COUNTY RD 56","","FORT COLLINS","C530","E","0","0","1"
"1282","COUNTY RD 56","","LAPORTE","C530","E","0","0","3"
