Timestamp,"Turbidity, NTU","Conductivity, mS cm-1","PC, 2-5 um","PC, 5-10 um","PC, 10-15 um","PC, 15-25 um","PC, 25-50 um","PC, 50-75 um","PC, 75-100 um","PC, over 100 um","pH, SU","Temperature, deg C"
2/15/2018 0:00,1.847475767,0.368639231,2103.5,913.5,263.0428467,88.07633972,40.37571335,4.375985622,0.432207435,0.719075918,8.424654007,8.433668137
2/15/2018 4:00,1.853898168,0.366926789,2586.899902,1084.559937,321.6149902,109.9896698,54.69499969,3.65372014,0.425030589,0.707124531,8.433044434,8.5090065
2/15/2018 8:00,1.738321781,0.366926789,2496.100098,1043.349976,297.5650024,100.2990036,50.98999786,2.931454659,0.417853773,0.695173204,8.425553322,8.347202301
2/15/2018 12:00,1.676255465,0.366926789,2052.300049,834.0999756,244.3240509,93.62534332,44.31999969,2.209189415,0.410676926,0.683221877,8.435141563,8.51927948
2/15/2018 16:00,1.811093092,0.365214944,2950.5,1114.294556,350.0576172,121.3582306,62.14500046,4.087509155,0.40350011,0.67127049,8.44982338,8.629717827
2/15/2018 20:00,1.864600182,0.365785569,2855.350098,1125.550049,329.5655518,108.8655624,57.59500122,2.584306002,0.396323264,0.659319162,8.455217361,8.45378685
2/16/2018 0:00,1.834633946,0.365785569,2395.850098,804.7727051,254.547699,102.6865768,38.49181747,4.60596323,0.389146447,0.647367835,8.439336777,8.615163803
2/16/2018 4:00,1.83249414,0.366926789,2964.899902,1078.599976,349.1600037,104.6989746,58.5,3.57222724,0.381969601,0.635416448,8.426152229,8.594617844
2/16/2018 8:00,1.723340154,0.366926789,3125.524902,798.4000244,255.7675018,125.7931595,48.53416824,6.179803848,0.374792784,0.623465121,8.427350998,8.543251038
2/16/2018 12:00,1.701939106,0.365214944,2853.300049,994.9899902,313.5877991,122.6059265,57.27166748,5.368571758,0.367615938,0.611513793,8.43274498,8.536401749
2/16/2018 16:00,1.785409451,0.366926789,2847.100098,1019,314.2143555,112.1164246,61.20333099,3.661087036,0.360439122,0.599562407,8.439710617,8.566365242
2/16/2018 20:00,1.661273837,0.365214944,2051.149902,763.0499878,248.5215302,105.568634,48.15499878,3.901081085,0.353262275,0.587611079,8.437539101,8.623723984
2/17/2018 0:00,1.866739988,0.365214944,2755.200195,1025.339966,317.2383423,121.4090271,54.95999908,3.141057968,0.346085459,0.575659752,8.428549767,8.618588448
2/17/2018 4:00,2.018699169,0.363074541,2332.899902,854.2999878,269.6000061,92.14710999,48.45999908,3.758237362,0.338908613,0.563708365,8.430347443,8.693924904
2/17/2018 8:00,1.871019602,0.365214944,2862,1046.800049,339.9539795,124.300972,54.79555511,4.173177242,0.331731796,0.551757038,8.433643341,8.52355957
2/17/2018 12:00,1.71906054,0.363074541,2566.600098,932.25,307.355011,119.1300049,55.52999878,2.55089879,0.32455495,0.53980571,8.431844711,8.675947189
2/17/2018 16:00,1.654851437,0.363074541,2123.699951,688.1499634,257.1300049,114.2469406,47.5846138,4.53662014,0.317378134,0.527854323,8.449224472,8.705911636
2/17/2018 20:00,1.65271163,0.363217205,2645,911.9199829,286.4767761,138.2705536,52.47999954,4.526611805,0.310201287,0.515902996,8.431245804,8.722176552
2/18/2018 0:00,1.734042168,0.363288522,2070.75,710.8499756,244.3300018,85.30900574,46.68499756,4.721060276,0.303024471,0.503951669,8.436639786,8.702486992
2/18/2018 4:00,1.764005423,0.363502502,2291.800049,779.5666504,270.6419983,117.5489655,48.33000183,4.692835808,0.295847654,0.492000312,8.423455238,8.729026794
2/18/2018 8:00,1.757586002,0.365214944,2709.399902,879,296.5463867,120.0941391,58.94400024,4.418275833,0.288670808,0.480048954,8.418361664,8.63999176
2/18/2018 12:00,1.744744182,0.363502502,1989.199951,664.3099976,231.5342255,100.1071548,42.5233345,4.648411274,0.281493992,0.468097627,8.422257423,8.739299774
2/18/2018 16:00,2.275529385,0.363502502,2884,1131.599976,400.0795288,145.156311,60.88999939,3.858181953,0.274317145,0.45614627,8.442333221,8.732450485
2/18/2018 20:00,1.817512512,0.363502502,2679.5,870.5,304.1400146,121.4719009,56.41500092,3.833846092,0.267140329,0.444194913,8.432445526,8.854017258
2/19/2018 0:00,1.841056347,0.363395512,2015.900024,673.4389648,248.2358246,100.7425308,42.16500092,4.392068386,0.259963483,0.432243586,8.427501678,8.800082207
2/19/2018 4:00,1.930946112,0.363074541,2892.899902,836.2999878,300.6796265,125.4271469,50.1922226,5.019215107,0.252786666,0.420292228,8.417463303,8.831758499
2/19/2018 8:00,1.849615574,0.363074541,2742.450195,863.0499878,300.5950012,117.4822006,53.20000076,5.646361828,0.24560982,0.408340901,8.413667679,8.796658516
2/19/2018 12:00,1.821792126,0.363288522,2041.400024,664.6436768,230.1892395,112.7597504,45.125,6.273508549,0.238432989,0.396389544,8.416863441,8.717897415
2/19/2018 16:00,1.759725809,0.363395512,2620.300049,808.0499878,311.5929871,120.3339233,59.17374802,4.089403152,0.231256157,0.384438187,8.42675209,8.686220169
2/19/2018 20:00,1.862457395,0.363502502,1890.900024,593.1500244,224.5374908,94.37555695,37.47000122,3.25194335,0.224079326,0.37248686,8.429449081,8.549243927
2/20/2018 0:00,1.877439022,0.363217205,2676.800049,825.7625122,286.3699951,113.8333359,57.72166824,2.414483547,0.216902494,0.360535502,8.415140152,8.747004509
2/20/2018 4:00,1.815372705,0.363502502,2310.449951,697.7999878,267.0650024,87.77933502,49.03625107,1.577023745,0.209725663,0.348584145,8.411170959,8.586055756
2/20/2018 8:00,1.948070526,0.365214944,2646,802.0777588,301.9749756,130.3233337,53.93999863,4.542686462,0.202548832,0.336632818,8.398286819,8.53468895
2/20/2018 12:00,1.849615574,0.363288522,2288.5,648.7800293,249.5500031,95.02999878,49.43999863,2.396412373,0.195372,0.324681461,8.392593384,8.759845734
2/20/2018 16:00,1.858177781,0.363502502,2584.5,765.2000122,276.2216797,119.0446854,60.19833374,3.306545258,0.188195169,0.312730104,8.391095161,8.859153748
2/20/2018 20:00,1.858177781,0.363502502,2392.725098,704.6000366,250.8915405,100.877594,56.29000092,2.225183487,0.181018338,0.300778776,8.417163849,8.572359085
2/21/2018 0:00,1.864600182,0.365214944,2343.100098,671.5,254.9100037,116.5279999,53.34999847,4.377183437,0.173841521,0.288827419,8.408174515,8.557805061
2/21/2018 4:00,1.939508319,0.363502502,2330.5,674.7000122,245.8999939,90.66831207,52.51499939,3.870563984,0.16666469,0.276876092,8.384802818,8.600608826
2/21/2018 8:00,1.935228705,0.363074541,2325.449951,613.5574951,225.8800049,99.85717773,49.97000122,4.218161583,0.159487858,0.264924735,8.368621826,8.658824921
2/21/2018 12:00,1.866739988,0.363502502,2146.899902,550.4450073,210.3946228,83.30345917,47.68500137,2.762285233,0.152311027,0.252973378,8.37071991,8.898534775
2/21/2018 16:00,1.695516706,0.363502502,1622.900024,423.9100037,164.0233459,102.1450272,42.70000076,2.916370869,0.145134196,0.241022035,8.390794754,8.927641869
2/21/2018 20:00,1.716920733,0.363502502,1916.255615,483.5100098,194.1142883,110.4531021,47.57912827,5.204327583,0.137957364,0.229070693,8.406676292,8.918226242
2/22/2018 0:00,1.669836044,0.363288522,1456.149902,375.0599976,160.0761414,76.10877991,33.99500275,3.067779303,0.130780533,0.217119351,8.394790649,8.908807755
2/22/2018 4:00,1.716920733,0.363502502,1918.699951,473.5066833,181.5362396,80.53120422,37.18999863,3.016473293,0.123603694,0.205168009,8.373716354,8.96188736
2/22/2018 8:00,1.866739988,0.363217205,1493.099976,372.6600037,163.5407867,74.81427765,36.06499863,2.965167522,0.116426863,0.193216652,8.358734131,9.038080215
2/22/2018 12:00,2.035820484,0.363074541,2269.549805,581.5999756,219.5962524,90.23999786,50.61357117,2.913861513,0.109250039,0.181265309,8.417163849,8.102355957
2/22/2018 16:00,1.706218719,0.363288522,1483.099976,357.2399902,133.8999939,65.92147064,38.0233345,2.862555504,0.102073207,0.169313967,8.448026657,7.743648529
2/22/2018 20:00,1.729762554,0.363502502,1957.400024,428.0566711,170.813324,84.17324066,43.27000046,2.811249495,0.094896376,0.15736261,8.41386795,8.44394207
2/23/2018 0:00,1.716920733,0.363502502,1743.75,426.944458,149.75383,66.01506805,40.34000015,2.759943485,0.087719545,0.145411268,8.413567543,8.552667618
2/23/2018 4:00,1.776847243,0.363074541,1366.099976,329.6875,138.9905396,76.56880951,33.7988205,2.708637714,0.080542713,0.133459926,8.325473785,8.594617844
2/23/2018 8:00,1.95876956,0.363074541,1984.800049,456.5499878,181.4400024,68.7098465,39.58153915,2.657331705,0.073365882,0.121508576,8.362929344,8.726457596
2/23/2018 12:00,1.817512512,0.363502502,1346.550049,297.8076172,128.5464478,61.97848892,32.09375,2.606025696,0.066189051,0.109557234,8.352142334,8.796658516
2/23/2018 16:00,1.704078913,0.363074541,1614.050049,333.8099976,142.7197876,69.46736908,36.36499786,2.554719687,0.059012219,0.097605884,8.406975746,8.646840096
2/23/2018 20:00,1.853898168,0.366926789,1385.900024,300.0899963,124.1200027,77.27548218,28.48999977,2.503413677,0.051835388,0.085654542,8.398286819,8.736730576
2/24/2018 0:00,1.798251271,0.365214944,1598.699951,315.0249939,154.3731232,85.08360291,37.16833496,2.452107906,0.044658557,0.073703192,8.422856331,8.638278961
2/24/2018 4:00,1.821792126,0.365214944,1721.699951,374.3925171,148.7109528,80.02922058,39.60099792,2.400801897,0.037481725,0.061751846,8.394989967,8.741439819
2/24/2018 8:00,1.956629753,0.364786983,1343.599976,279.0449829,115.3546982,51.16730499,29.5359993,2.349495888,0.030304894,0.0498005,8.4072752,8.739299774
2/24/2018 12:00,1.783269644,0.365214944,1696.800049,324.1350098,152.2531738,69.86865997,35.93999863,2.298189878,0.023128064,0.037849154,8.396489143,8.756420135
2/24/2018 16:00,1.650571823,0.363074541,1226.900024,276.9224854,113.5295563,59.71255875,35.60749817,2.246883869,0.015951233,0.025897808,8.445928574,8.546675682
2/24/2018 20:00,1.716920733,0.365214944,1445.599976,300.0499878,136.8907928,69.78495789,34.45000076,2.195578098,0.008774402,0.013946461,8.463607788,8.328369141
2/25/2018 0:00,1.654851437,0.363502502,1448.925049,314.5294189,133.1441498,65.58011627,34.8900032,2.144272089,0.001597571,0.001995116,8.451921463,8.532121658
2/25/2018 4:00,1.785409451,0.366498828,1163.125,253.4100037,105.9104233,61.10484314,27.01000023,3.065555334,0.004765551,0.001,8.427949905,8.566365242
2/25/2018 8:00,1.853898168,0.363502502,1414.099976,292.8599854,138.7900085,69.54384613,41.13999939,4.075175285,0.008873113,0.001,8.307796478,9.098007202
2/25/2018 12:00,1.800391078,0.363074541,1257.5,258.6950073,122.5123444,49.85005951,32.36333466,5.084795475,0.012980675,0.001,8.320980072,9.199028015
2/25/2018 16:00,1.746883988,0.363074541,1431.574951,276.9921265,125.7827225,65.47081757,38.9766655,2.567651033,0.017088238,0.001,8.353040695,9.13653183
2/25/2018 20:00,1.734042168,0.363502502,1382.400024,256.9033203,102.1369476,55.21881104,33.40250015,3.198685408,0.021195801,0.001,8.404279709,9.093727112
2/26/2018 0:00,1.680535078,0.363074541,1103.199951,243.8170319,109.6288834,61.36004639,29.43333435,3.82972002,0.025303362,0.001,8.452295303,8.510718346
2/26/2018 4:00,1.753306389,0.363502502,1341.849976,260.4249878,121.6100006,58.73669815,33.23166656,4.460754395,0.029410925,0.001,8.329369545,9.320594788
2/26/2018 8:00,2.018699169,0.363074541,1342.800049,236.4275055,96.32800293,48.14608383,29.43000031,2.002267599,0.033518486,0.001,8.343153,9.393362999
2/26/2018 12:00,2.018699169,0.363502502,1401.300049,244.7143707,93.41365814,59.7286911,33.48333359,3.306455612,0.03762605,0.001,8.349145889,9.299192429
2/26/2018 16:00,2.057221413,0.363502502,1263.399902,185.4874878,71.70568848,76.93275452,28.65999985,4.610643387,0.041733611,0.001,8.448176384,8.598897934
2/26/2018 20:00,2.162096024,0.363288522,942.1999512,161.0226288,82.60800171,94.13682556,25.41031265,5.914831161,0.045841176,0.001,8.453719139,8.74101162
2/27/2018 0:00,2.284091711,0.363074541,1137.76001,152.4058838,75.83707428,38.10763931,21.83090973,1.629406571,0.049948737,0.001,8.326073647,9.157077789
2/27/2018 4:00,2.453172207,0.363288522,1094.050049,126.7763214,73.49237823,66.68073273,18.46235275,1.572436452,0.054056298,0.001,8.3904953,9.100575447
2/27/2018 8:00,2.714285374,0.364786983,911.5,117.1209869,68.95805359,34.22652435,21.25444412,1.515466452,0.058163863,0.001,8.436340332,8.847167969
2/27/2018 12:00,2.838418007,0.363502502,1036.550049,112.4210815,73.99343109,39.11078644,23.24285698,1.981646895,0.059999999,0.001,8.435141563,8.963599205
2/27/2018 16:00,2.932590246,0.365214944,914.3000488,100.2451782,59.38788605,45.11597824,19.38363647,2.870723248,0.059999999,0.001,8.449673653,9.088590622
2/27/2018 20:00,3.227946281,0.365214944,1058.199951,149.2394867,79.43782043,51.12117004,22.79142761,3.759799719,0.059999999,0.001,8.460011482,9.009828568
2/28/2018 0:00,3.508320332,0.363359839,1045.028564,159.0168152,103.3377838,55.46599197,22.32480049,4.64887619,0.059999999,0.001,8.447926521,8.943908691
2/28/2018 4:00,3.713786602,0.363502502,973.4500122,114.4077682,62.53714371,66.53874969,17.10857201,5.684999943,0.059999999,0.001,8.430497169,8.946475983
2/28/2018 8:00,1.588505507,0.365214944,1552.800049,310.25,134.4775085,70.93615723,42.54000092,4.238491058,1.225805283,0.059995975,8.42884922,9.075748444
2/28/2018 12:00,1.511454582,0.366926789,1504.900024,323.201355,165.3363647,84.22846222,46.09999847,3.721661806,1.30925262,0.148214251,8.41986084,9.157934189
2/28/2018 16:00,1.477211714,0.363288522,1157.349976,226.3641357,120.0800018,77.07846069,39.7310524,3.204832554,1.392699957,0.236432537,8.410870552,9.254674911
2/28/2018 20:00,1.432266831,0.363502502,1481.599976,303.1688843,146.7462463,69.31105804,41.11000061,2.68800354,1.476147175,0.324650824,8.440834999,9.221286774
3/1/2018 0:00,1.389458776,0.367069632,1596.400024,284.019989,120.2389069,78.04518127,42.77624893,2.171174288,1.559594512,0.412869096,8.429449081,9.176769257
3/1/2018 4:00,1.481491327,0.366391838,1220.600098,242.6626587,134.1017303,86.77929688,37.84437561,3.490888357,1.64304173,0.501087368,8.393192291,9.284638405
3/1/2018 8:00,1.746883988,0.363502502,1803.199951,370.2799988,159.6895294,74.14863586,50.31000137,4.489830494,1.726489067,0.589305639,8.410271645,9.295767784
3/1/2018 12:00,1.631310582,0.363502502,1665.900024,345.9299927,143.9450073,82.31573486,54.34000015,2.844446421,1.809936285,0.677523911,8.411170959,9.428463936
3/1/2018 16:00,1.447248459,0.363074541,1581.5,308.7050171,149.9286041,90.48283386,53.45999908,4.534999847,1.893383622,0.765742183,8.422856331,9.388227463
3/1/2018 20:00,1.400160789,0.3613621,1472.025024,281.1674805,155.5740051,72.41930389,47.61750031,3.657826185,1.97683084,0.853960454,8.402481079,9.474695206
3/2/2018 0:00,1.671975851,0.363288522,1310.099976,291.980011,148.447998,68.04720306,43.41999817,3.779949665,2.060278177,0.942178786,8.377911568,9.456715584
3/2/2018 4:00,1.697659492,0.363181531,1876,393.3549805,185.7250061,89.81246948,59.51687241,5.902563095,2.143725395,1.030397058,8.380008698,9.488391876
