Segment Name,Percentage of Matched Trips,Count of Matched Trips,Segment Geometry ID
,8.4,"1,500",026904cfa363114a64bb47aec6dbfcba
Meridian Avenue,7.5,"1,300",e10fa6d94a531fd7c102239d18a3a547
Meridian Avenue,7.4,"1,300",9ff39d83147d393233cef73f6ad308b6
University Avenue,7.2,"1,300",10a061501c02d2cc4f97662ee202757d
University Avenue,7.1,"1,200",a76a4372e18e768785507d5efd7dcffb
University Avenue,7.1,"1,300",fcc7b4a21875cee1254c420797e75de1
West Plum Street,7.0,"1,200",a67e92b6fb39ae5201f7971d8096e962
West Plum Street,6.9,"1,200",c7c09425c945f78f4a27fc46fae4980b
West Plum Street,6.5,"1,200",67444c6fe912357970f1cf2a23368db0
West Pitkin Street,6.4,"1,100",910f22081d6b511ada46cc4505105653
,6.3,"1,100",80b0dd76046e6a18c84baca0d1bfc650
West Pitkin Street,6.3,"1,100",a78dd371b0ed7678cef8cbb7555c86c2
Meridian Avenue,6.2,"1,100",b00b6fce43fc92510d96c9aa9c823b29
Meridian Avenue,6.2,"1,100",df6ad33cc9ffb8b21f3b0f7afcefab2a
West Plum Street,6.1,"1,100",aebe1594fa0f4f7b5046e1fdbed79a53
,6.0,"1,100",4e08b11aaf78a8ea46bb3367ecbb9a28
,6.0,"1,100",77bf015262fc6ca25b3cd0c88e6ec0b8
,5.9,"1,000",af79f1e206b14cc662da2fa310547fd0
,5.9,"1,000",b5b5c76d342a508a199d4f331f6d1a65
,5.8,"1,000",9b4347ca2551dcd63f8a0d2dfa50e375
West Plum Street,5.8,"1,000",b77533549e370fa64916a9c3e65d9897
,5.8,"1,000",f55bfecbe37249626ac5a23257e98ad6
West Plum Street,5.7,"1,000",cd5e6f7ed6de6b96f6b1b3a6ede5ff4b
Meridian Avenue,5.5,"1,000",c72623bc1b216029e40c1cad5f545d29
University Avenue,5.5,"1,000",290ac919f9c532b6c6ec253adc37e968
Meridian Avenue,5.3,"900",43f3c4c6594b12d454697837fc7f630e
