Segment Name,Percentage of Matched Trips,Count of Matched Trips,Segment Geometry ID
West Elizabeth Street,4.4,"2,900",510c5bb39695e31f5a2e0ff541c0928f
West Lake Street,4.4,"2,900",7d9256161efdde749618538c3a0474f0
West Pitkin Street,4.4,"2,900",9335d7b781018fc1173b5c1c7bfc95b5
West Laurel Street,4.4,"2,900",36c9777039065013562fe0222dbb4e8b
West Plum Street,4.4,"2,900",43045b0ed5f518ad3f6bb07e00803c22
West Laurel Street,4.4,"2,900",af9c036be01ded9bab9251f31839f0ea
West Laurel Street,4.4,"2,900",b749708557b303d6bca531963c48c57f
West Plum Street,4.4,"2,900",e473b184da7c5c04dbfb30f741fe22de
West Pitkin Street,4.3,"2,800",02440c1996b2cb808befe66488bf0d8a
,4.3,"2,800",1dc2daa97b411aaa7ed53083c82d1a6f
West Pitkin Street,4.3,"2,800",8ca69397b8d0b5d0456ffefdf682137f
Meridian Avenue,4.3,"2,800",646bdfab3be7af2dc000a899cb0bf4ab
,4.3,"2,800",70b96c6e3f279ed0cb04147d478748e5
,4.3,"2,800",f5f1cf4270463a75660a000557a27b12
West Pitkin Street,4.2,"2,700",ab4418611da5610fd24603190df37652
,4.2,"2,700",d7a987bba26f4c5638698720b357044b
West Laurel Street,4.2,"2,700",77277313665561755d37247b0083aa2b
,4.2,"2,700",a4a77854a8d57ff4048763994c0e51d4
West Plum Street,4.2,"2,700",d2e3e6da06bcf58604e1e0a15cbdc890
,4.2,"2,700",b5414461fc1a9b7ff6e717734c2370e8
,4.2,"2,800",95c7d8a3b54373bdd1cebacb7384d495
West Laurel Street,4.2,"2,800",4f26340dd935184d62287191a34b9560
,4.2,"2,800",9d16ee6a636595bf47cfd9379523f36a
West Pitkin Street,4.1,"2,700",1a9ad0e6653f5ee25346d70c1e4a96e1
,4.1,"2,700",fbe237734b06be2aba9816bed73bf3a0
West Plum Street,4.1,"2,700",8f641a6175d86ddd35d215777fa97136
,4.1,"2,700",bb8f374d5e0ec15970015dbce4a95c33
,4.1,"2,700",ccf645d21e3ca6dd4684dbf573865f9e
,4.1,"2,700",6f020ceb05e3c3437685103e4d251286
,4.1,"2,700",619f69713bfcee4df8bc431ccb44c23a
,4.0,"2,600",ce1f6dbd28ac4fb8d9e1fdcd72d41ad5
West Laurel Street,4.0,"2,600",221b3a0618050eb4abaa8258b8a3b0fc
West Laurel Street,4.0,"2,600",3df4c71185cee1b23182b101d3c81f25
West Pitkin Street,3.9,"2,500",3a2dcc4d870bc4ef62b5df2d7464920d
West Plum Street,3.9,"2,500",9c5d0ef0039e03c72213c960f34185f6
West Lake Street,3.9,"2,500",1a7066e218534e439dbaa88ef0b6ef94
South Shields Street,3.9,"2,600",5c5ad1d122cd7c68f85b1d5d0d7f6bd3
Moby Drive,3.8,"2,500",ea9633201d8ac431443d2d095f1b1956
West Plum Street,3.8,"2,500",4e487c42b4e8ebd19c6807e5f95df8e9
,3.8,"2,500",181bc598d39c54378531bd775a50f7c1
West Plum Street,3.8,"2,500",6ca216c47a13c96d35a478c69f672e4e
,3.8,"2,500",762bc8f1f71e6703d9d66480cba7808c
West Elizabeth Street,3.7,"2,400",20280269f36037f435983c770d585104
West Pitkin Street,3.7,"2,400",ba5387cfcf157d663292783df8460a5a
West Laurel Street,3.7,"2,400",c9ce913d82a147744cb0e839dd10b112
,3.7,"2,400",3218402eef50abeda5affab5b6306e61
West Lake Street,3.7,"2,400",0f9f93c065ba5ed02b85579893803a38
South Shields Street,3.7,"2,400",17a58db4ab43dd4fc104bb943ae166fe
,3.7,"2,400",553525beb9b66ad80a279fa9a84348ed
South Shields Street,3.7,"2,400",5a053d527f36b227fb02dfa6883ebc9e
South Shields Street,3.7,"2,400",a1879371cd8d14891989c976d3fbcb4e
,3.7,"2,400",aaa95b291941b1d63554e8e8b291d1a6
Moby Drive,3.6,"2,300",2693d45f9d3888924ab8c9fc512a5899
West Plum Street,3.6,"2,300",d4b368a7c679c9e0dd3e4935bd425c71
West Pitkin Street,3.6,"2,400",94b00ea497e7a0be646e0895a5765143
West Pitkin Street,3.6,"2,400",b9df83364c89f3d418cb98d40ee181f6
South Shields Street,3.6,"2,400",db06e94b293dda805a0e342a52a30872
,3.6,"2,400",1d0cb3a0cf541d593c1166be51932ca6
,3.6,"2,400",652962e68c12f9ffbe79baa0b4383ee9
,3.6,"2,400",1b25f89f9a66d2b29f0abf6b443b47a1
Meridian Avenue,3.5,"2,300",466ad31dd7d0fe79017b22edcdd97020
Meridian Avenue,3.5,"2,300",90558d2ab26a36864d4a3cb140443661
South Shields Street,3.5,"2,300",bcee1769c09bf4b29bad2897344721a4
,3.5,"2,300",e1fa2dd4958c0b84ab156d0dbd337a9b
West Laurel Street,3.5,"2,300",49fca073de614049b0354d89ae92be92
,3.5,"2,300",c04b5ff4f8d1144c76f68701b3cc8c7a
,3.5,"2,300",eacfa3accf3ab66759290de75a754d1d
West Plum Street,3.5,"2,300",52a74087bb42673e68db510695f1e8cd
,3.5,"2,300",6aa93cbb25134779231f873ee0401794
West Plum Street,3.5,"2,300",9cbfdd1f1c23190571213d2a4731f06a
West Lake Street,3.5,"2,300",d8741ad07da1fe49bf7650e052d5653e
South Shields Street,3.4,"2,200",18333f7208043cd749158edaf1c7bf67
West Plum Street,3.4,"2,200",8a27764cf217afcbc199e84afcc06df5
South Shields Street,3.4,"2,200",91b47b5b24416da54ebd0fbd08e836c1
West Elizabeth Street,3.4,"2,200",e321b16c538ed140d15e48e247084d0b
,3.4,"2,200",6918edd5145165a295e2dac7cc08d8e1
,3.4,"2,200",c571abe520132dccea76928a0159b920
Meridian Avenue,3.4,"2,200",37bcf27592a3bb25498e26bf8166b340
,3.4,"2,200",45b0d592c5f9305ff57e8fd3e6a27f3f
,3.4,"2,200",cb6414b9f8f88715cdaf5e3bc271e0e0
West Pitkin Street,3.4,"2,300",7b194583f06d5e44c8a9bba41f0179a6
West Laurel Street,3.4,"2,300",3e9574876bcdd96580255e6dfbe3777b
,3.3,"2,100",6c04e1f8a4750e3c973c4e46711c589e
West Elizabeth Street,3.3,"2,100",7d5897ac85834745d9c9485355a08993
West Elizabeth Street,3.3,"2,100",903241a825a4543b27ac704a54392e4a
South Shields Street,3.3,"2,100",b8f3de2966cf2de87d163f96e658b75e
West Laurel Street,3.3,"2,100",1cb97619239d42da517e4c6da6499589
West Laurel Street,3.3,"2,100",d0f5374224586a02a492151de2d40b84
West Plum Street,3.3,"2,200",44fafc7e46e620c5d624170183e12f01
West Elizabeth Street,3.2,"2,100",3f7547d07e1f7d84aab921cdd6ebcbe8
South Shields Street,3.2,"2,100",59edcfbf1f32131cf310f01c10cb8b43
South Shields Street,3.2,"2,100",5a6a151b365cf228639c4afc8eac0360
South Shields Street,3.2,"2,100",6f7bfa934a078d838226eb2d9d2649e3
West Elizabeth Street,3.2,"2,100",b356696ff19401e572772cda95be9f70
South Shields Street,3.2,"2,100",f523d594d82c66605cf5bd17a20e588d
West Plum Street,3.2,"2,100",542a4eaac2cd33ac1266cb568fdf7770
,3.2,"2,100",9b8ae069d4c827c4fc28ec600b69e128
Meridian Avenue,3.2,"2,100",c4d30649f9d160c7b226e3addf379f93
West Lake Street,3.1,"2,000",1fdb794a98f3bcfedb4ddc80691753c6
Meridian Avenue,3.1,"2,000",61537586b2607a4b39c36bfb533a9c6d
West Plum Street,3.1,"2,000",8bb6622308594c7fb0f7312a735a74bf
Meridian Avenue,3.1,"2,000",b2017cdee82430beae911a629dbe6ed8
West Lake Street,3.1,"2,000",b619af4525a87a1e8f4a5b62c61cc7cc
Meridian Avenue,3.1,"2,000",fb0f84f6d2820e3fb1a642caa59bff7f
,3.1,"2,000",d80b5ead445ce68cd6279d1d03567e75
,3.1,"2,000",9065d65d6cd09735162fadb49a5cb01d
,3.1,"2,100",5a6bf23cb3795d4cbde670a50d144ca9
West Elizabeth Street,3.0,"1,900",5790b002e037ccef90c1b35eb6d02dd6
West Elizabeth Street,3.0,"1,900",d94695aae58ad4592c678cfa492e4f20
West Pitkin Street,3.0,"1,900",ff7229fe65ec074856dc007791ed03f0
,3.0,"1,900",295e91ec03846562ceb6758276371c93
West Lake Street,3.0,"1,900",4a028d87bd1448b541551bb73457fae5
,3.0,"1,900",923fabae98a7d8279d9b13a2b81bf91e
West Lake Street,3.0,"2,000",0294a29d3c06ef970ccc48d799309b57
West Lake Street,3.0,"2,000",2a7567a49497c531d33c733305056793
West Elizabeth Street,3.0,"2,000",4eaf87d29f98165c6365626b7a400768
West Lake Street,3.0,"2,000",540396e43de0d665ac93690f146ed4d1
West Lake Street,3.0,"2,000",d201c1d9ac91a317180794ee899b220e
West Pitkin Street,3.0,"2,000",f052723af6d7b791b38a9cc6f33aa693
South Shields Street,3.0,"2,000",fb4f685a33192aa778dcff47d097b03a
,2.9,"1,900",13e9c2f9f6502ceba6ee1a3c995ce193
Meridian Avenue,2.9,"1,900",41d5b4ba6944cf55abde4cea4564eae7
Remington Street,2.9,"1,900",5f93adb93b2872d3c7705892c97dca8e
Meridian Avenue,2.9,"1,900",7a57a76b98db5e6fdf4c33d2eaa84b0c
,2.9,"1,900",8989eae090ec1f5b490f00d26d478713
West Elizabeth Street,2.9,"1,900",9d2a72605d7af4603d34587df19d74fd
,2.9,"1,900",802b3980a5d112b3061a92ee803943db
South Shields Street,2.9,"1,900",981abc6cbc8f21c48aff8ffca3985343
,2.9,"1,900",4141f2173fdda2610fbd3c43df52648b
Meridian Avenue,2.9,"1,900",e6f24d5f7c74f0ea602f495fd7534e7d
,2.9,"1,900",d5205d05913f7781618229357f132596
Remington Street,2.8,"1,800",49222bffe37fb5de847dffc96f950a51
,2.8,"1,800",58438e3e224634269627e9a2c8cbf672
Meridian Avenue,2.8,"1,800",61f99e68e7c6d2187af6b9f49bb7851b
Remington Street,2.8,"1,800",6b1c26aba38d4b9b83a9cd6f0c790539
Remington Street,2.8,"1,800",70f08894da128825fc0a254af3caf3ad
Remington Street,2.8,"1,800",260c1613720310088fa92a1bdccdad72
Remington Street,2.8,"1,800",94d760201ee1169ac2a9722020900ead
,2.8,"1,800",fee137349e17d6b8716b5b0494af5471
,2.8,"1,800",e51ad746f1a664f16d6bfbd62b93701b
West Lake Street,2.8,"1,800",03518c3c7a4c451af5a6205cf9734157
,2.8,"1,800",e1317bd3a1deec37efa65f363e25ba92
Remington Street,2.8,"1,900",6b2fdaa74181fa4a5ed170044e712cef
,2.8,"1,900",adbba3ebd29c522acaf7361aff9f904b
West Lake Street,2.7,"1,700",0231215b81588f77a2a055101f101758
City Park Avenue,2.7,"1,700",94575ebd128aa57c463af1063a95cbf0
West Laurel Street,2.7,"1,700",cbaed16e7f305b8ecc33c75f6d2f7320
West Lake Street,2.7,"1,700",1bae56a2966940ad3f17034bf052a1f8
,2.7,"1,700",873b74f945280d83d7af3a8f1c73b719
West Lake Street,2.7,"1,800",2ba91a0e021a56aaf50057ef44b6e823
West Laurel Street,2.7,"1,800",2dc998233a817aed46393e3d9d2ada82
West Lake Street,2.7,"1,800",8539ec36524392d61b88377a8a183a1b
Mason Trail,2.7,"1,800",bf7a80c10e86b13aa2f8b1bcb621b8ee
,2.7,"1,800",d412772b17b0353d7f3f341efb712145
Mason Trail,2.7,"1,800",d531c37afec54ec3424d4199cbf89983
Remington Street,2.7,"1,800",0160758e130f0c439b737f64b67bc873
,2.7,"1,800",1114565e1872987975f61a60d6a1bf3a
,2.7,"1,800",63debf6fbc4beb5d7b92a0abc611b5a4
,2.7,"1,800",931cf0057c9d840b9ba044c00c6c5d26
,2.7,"1,800",a0da818894e07940014b84b3878dcb54
Remington Street,2.7,"1,800",df9ec94541af920d615274920fa225ea
,2.7,"1,800",d5c6307b119e8142249fcf7cfd936c35
,2.7,"1,800",bbe7267fed0b46dae0f8cc1dd234fe91
Remington Street,2.6,"1,700",7fe913e1a688a3ffb0b503b33eccbe38
University Avenue,2.6,"1,700",8a40b86e51e618ca30e78f58c9192ee7
South Shields Street,2.6,"1,700",f51f99cad06ba0a8bfc9fb671b951ec8
Mason Trail,2.6,"1,700",f6b338a5e859cbb5131a1762bdb8d93a
West Elizabeth Street,2.6,"1,700",f8319c61f5e9df7f6247f9593425dfc6
South Shields Street,2.6,"1,700",fd66c513a853bae5bb1d1c9b1a5d1795
West Plum Street,2.6,"1,700",1a6a1bf6419fa9658fba74aed7c1a1c1
Remington Street,2.6,"1,700",4444469defbc9a0e40769eebf7353061
West Lake Street,2.6,"1,700",8d99e2cab6a7063cb055b46d2345f9d3
West Laurel Street,2.6,"1,700",9054642c6ed8e8addd416817067fd08a
,2.6,"1,700",034bd5a4f843ea4099915c8355acb8c7
Remington Street,2.6,"1,700",09eb875e0718d121307a15358274307f
,2.6,"1,700",a7e9875286d0e95e10831b93b80ef71c
Remington Street,2.6,"1,700",c8c4a6b736bacb0f32a860221ffefa21
East Laurel Street,2.6,"1,700",ce0b5c5eb4af6e1e6d3ffc82c35fb729
West Lake Street,2.6,"1,700",3881e1cc3e3c67f08cfaf30399911727
,2.6,"1,700",e5d5492bb74fc6e145d6e74b9239ebfd
West Lake Street,2.6,"1,700",e6323276758fb1ab4f363ebbcfedf47a
,2.5,"1,600",114475e1aacbd4bfe9f8341717589630
Remington Street,2.5,"1,600",346b337be35e1cc8e04bbcdf74530115
West Elizabeth Street,2.5,"1,600",47448e7976d94df958575eebfb08a419
Remington Street,2.5,"1,600",7dfa79135bc3b8eb39e7fae567012598
,2.5,"1,600",a753685cd2f2dba413a8762a1687dc70
South Shields Street,2.5,"1,600",ac24c3e20a453adcd6f77134a04912a7
West Elizabeth Street,2.5,"1,600",e76f3dc150edccc1c3775129918a1131
,2.5,"1,600",1715c3ec1056855c56493f14a70f284b
West Plum Street,2.5,"1,600",1d470f9d641de328efa35e282b47fc3d
Remington Street,2.5,"1,600",4cedafd312db9109873fcb6a3286427b
,2.5,"1,600",52d7587387235e379f3b460aa1e6dde9
,2.5,"1,600",b2ad5fcaa4871a27a5033dbf9fe58b56
,2.5,"1,600",f54bc08379bd7e8106fbc162668d2054
University Avenue,2.5,"1,600",fa49e4910292cffa4c7c806b28fb2bc8
West Lake Street,2.5,"1,600",37e918fe923cd18a866449afe1cefd6b
West Elizabeth Street,2.5,"1,600",3cb3b7868d10780eec5fb44e3fb5e722
,2.5,"1,600",7cf12a4c78f7788dac41f98008527fa6
,2.5,"1,600",ab3f138b34a2a5f9b24cff4e7371a7e5
South Shields Street,2.5,"1,700",14119e6ed8c9bfcc8be85e5de9b55660
South Shields Street,2.5,"1,700",265af77954a5ee7bdb99b756a2dd5234
,2.5,"1,700",423a2c7181b39da15564abd5e674cdd9
Remington Street,2.5,"1,700",a0e335cd739392be2cf3629316865f43
Mason Trail,2.5,"1,700",a1e810ffa5798054eb39fe8fcf6ed3d0
West Plum Street,2.5,"1,700",78cd2be74955fca7bdabbbac2b58249c
West Lake Street,2.5,"1,700",399ed7a3d5ed9ab0c020a9898c4a8f8f
West Lake Street,2.5,"1,700",77e8de2fd5ac4423c51330f789015b39
Mason Trail,2.4,"1,500",686292aba43a54a55e371e1b987f908e
,2.4,"1,500",7533ecbcce3cc05ff785d6bdf4352724
West Elizabeth Street,2.4,"1,500",50fbda40a6e0f4d4b8c216e01284bde8
West Plum Street,2.4,"1,500",de6b160add8f116ef61ab42255b1c0af
East Laurel Street,2.4,"1,500",0b7a32bed9026d54d75fbda8bfc3c7e7
,2.4,"1,500",4d1d06ab9a2d11905d0f19055652c954
West Pitkin Street,2.4,"1,600",053ddf76b7c78861b11eac11a576a962
Remington Street,2.4,"1,600",1e2db0d4a98428a6a32412147e92c5bf
,2.4,"1,600",40180ce321a05fe5f0fcf95192a43b66
,2.4,"1,600",8aaf7fdf4ec7e08549b5acb01a059965
West Pitkin Street,2.4,"1,600",8f0e40a7a7c19b047c26a407f1d56eff
Remington Street,2.4,"1,600",b685fb0655ffdb5023bd0c43d811306c
,2.4,"1,600",d3c549dc2e24bc4f06fa5d7dc8627dcd
University Avenue,2.4,"1,600",892ab785ae1628db4bba115d1a19df05
City Park Avenue,2.4,"1,600",8ad9d62d6761f0f7c9a64e843b308e02
,2.4,"1,600",ae1603714826ea7195fba252b3d8c9a9
City Park Avenue,2.4,"1,600",bf7f137c12265c1a5fd4eabff99bfa11
Remington Street,2.4,"1,600",d93874cd0cd2e62f1f17d84343be0cd2
West Plum Street,2.4,"1,600",ffd2515ee96081b46bcb33dca6f7026a
City Park Avenue,2.4,"1,600",36f9f5a628dde9dcd992a1c2a2972e32
,2.4,"1,600",381d3994d5b652e0c60656ea6a718112
,2.4,"1,600",d371b9b5900a4ab063966580c6c5adb8
Remington Street,2.4,"1,600",f7f85abfb7ce8ac7bb84036d1d9aaacd
West Lake Street,2.4,"1,600",79643b812c4d9ec447080782eec92cbe
,2.4,"1,600",b87d85d2bc8ef08022497dae408b8e62
Remington Street,2.3,"1,500",08cd0c657430398e46208195a6ffb3a6
Mason Trail,2.3,"1,500",0a0df7b299b394171c5e9d6d94ca7bf5
West Pitkin Street,2.3,"1,500",1ffd0b1fb92002cfe3588b72c4539d18
West Pitkin Street,2.3,"1,500",23062a49561af62bbef4877d00603193
West Pitkin Street,2.3,"1,500",3591651919ae4a82a3d825644474c848
West Pitkin Street,2.3,"1,500",62a1151947b48e69aab40d8eff4383bb
Walnut Street,2.3,"1,500",64207ed7a6780cd57d8fd5614250e140
West Pitkin Street,2.3,"1,500",a0da032a1be78c89787a430791e10066
West Elizabeth Street,2.3,"1,500",b18e1166d95d9f8716de82a9d8e0428c
West Lake Street,2.3,"1,500",57b8542dde905ab0f7b2d12f9be96d2f
West Lake Street,2.3,"1,500",60af24fdd4c5f83937a8b991238470ca
,2.3,"1,500",74e25de61a3dd5d60dc725e5b46f9b57
,2.3,"1,500",0e4bb8c137e1234e17476d72b961e0a6
,2.3,"1,500",411d9a5cd6549b6efef41a50aaaed17c
,2.3,"1,500",66f3257248f095a6259ae1fce20cdc91
,2.2,"1,400",177805ad8cd4c70330bad28829c6fcda
West Elizabeth Street,2.2,"1,400",1d3ac91fb0a1b253432e34e6987888fa
,2.2,"1,400",526184717a16b94674f0b4fed516d5df
West Elizabeth Street,2.2,"1,400",823a46ed86acbb61671b5d4617b90362
,2.2,"1,400",a59c6c68f4adbcca53f9c6d4627259d6
West Lake Street,2.2,"1,400",bbc1ef2b8c67a9250b71b692937dec68
,2.2,"1,400",d73bb85cc67612070e05a2a625f6cf2e
Remington Street,2.2,"1,400",f443e442b056565baf00ec61d929881c
,2.2,"1,400",1802919fcd02f23f7da26b90cb326c9c
Hughes Way,2.2,"1,400",679bd080252ebf7b06a209fc08eb5b3d
,2.2,"1,400",97d0efc412a157c7bdbee84af33e86c7
East Laurel Street,2.2,"1,400",b05f1ebdee6d93437d3ff446e85571ea
,2.2,"1,400",ed0da9f8cf486791541e1f5812a6fb9c
Remington Street,2.2,"1,400",fe8cc8c1708a7e2190a079b0ee91a527
West Elizabeth Street,2.2,"1,400",b686053f4039bc027bc1712b2a86afdf
,2.2,"1,400",2a318759651084fb0ae4f3b08bbab138
,2.2,"1,400",74effc06749c81d8c807212a4a01bc92
Meridian Avenue,2.2,"1,500",7cf1affaab4bd117163e1c4b057a587d
,2.2,"1,500",d432ede2009dd3ed1b9421fd5ddc3265
Mason Trail,2.2,"1,500",eae5f6c48aba7fa25da40932ecc17468
,2.2,"1,500",82685e8c0bb1add6f33e47ca567a559a
,2.2,"1,500",0ec4dab55540d9420ceffbbeb48dbd4d
,2.2,"1,500",9baeef493360b460b60336fe281f57a3
Remington Street,2.2,"1,500",c15a4addfd72cd4a0b4063fd5b67a6ae
,2.2,"1,500",86577736095969100ea485ebf8e78fb4
,2.2,"1,500",fa0168baae1fcaedd12aab760f8d5296
,2.1,"1,300",ad32571aa029c5f905624bf358c53f51
City Park Avenue,2.1,"1,300",04898d4fe456bdf55074847b5cab1675
West Lake Street,2.1,"1,300",80a0a81caa4ba9cfb8d687b23d09a8a5
City Park Avenue,2.1,"1,300",812886a58b3031bf8eb12b74735d7dd7
City Park Avenue,2.1,"1,300",b1122127370ad3f3b7a7170323bd6a40
City Park Avenue,2.1,"1,300",d819a61ce4b3520af51e0f0dd2e8f3c8
City Park Avenue,2.1,"1,300",3ea35153b0e5f4202e810fe164376ac0
,2.1,"1,300",b4bda166d758152316da9d81d2402968
Remington Street,2.1,"1,400",102539f861cceb6f986fcfb3e4d4ce30
