Segment Name,Percentage of Matched Trips,Count of Matched Trips,Segment Geometry ID
,6.7,"3,400",026904cfa363114a64bb47aec6dbfcba
West Plum Street,6.6,"3,300",c7c09425c945f78f4a27fc46fae4980b
West Pitkin Street,6.3,"3,100",910f22081d6b511ada46cc4505105653
Meridian Avenue,6.3,"3,200",e10fa6d94a531fd7c102239d18a3a547
Meridian Avenue,6.2,"3,100",9ff39d83147d393233cef73f6ad308b6
West Pitkin Street,6.2,"3,100",a78dd371b0ed7678cef8cbb7555c86c2
West Plum Street,5.6,"2,800",a67e92b6fb39ae5201f7971d8096e962
West Plum Street,5.4,"2,700",67444c6fe912357970f1cf2a23368db0
University Avenue,5.3,"2,700",10a061501c02d2cc4f97662ee202757d
Meridian Avenue,5.3,"2,700",df6ad33cc9ffb8b21f3b0f7afcefab2a
University Avenue,5.3,"2,700",fcc7b4a21875cee1254c420797e75de1
Meridian Avenue,5.2,"2,600",b00b6fce43fc92510d96c9aa9c823b29
West Plum Street,5.1,"2,600",3afa2d8cc95b97c86f6770494fdd1381
University Avenue,5.1,"2,600",a76a4372e18e768785507d5efd7dcffb
West Plum Street,5.1,"2,600",aebe1594fa0f4f7b5046e1fdbed79a53
,4.9,"2,400",80b0dd76046e6a18c84baca0d1bfc650
University Avenue,4.9,"2,500",290ac919f9c532b6c6ec253adc37e968
West Plum Street,4.9,"2,500",b77533549e370fa64916a9c3e65d9897
Meridian Avenue,4.9,"2,500",c72623bc1b216029e40c1cad5f545d29
West Pitkin Street,4.8,"2,400",308ee7da9d07232a4095daec887bc586
,4.8,"2,400",af79f1e206b14cc662da2fa310547fd0
,4.8,"2,400",b5b5c76d342a508a199d4f331f6d1a65
West Plum Street,4.8,"2,400",cd5e6f7ed6de6b96f6b1b3a6ede5ff4b
,4.7,"2,300",568b907d2766b66af1c40b928b23b506
West Pitkin Street,4.7,"2,400",33d4290092dda9ae5dd31b5e618ed33a
Meridian Avenue,4.7,"2,400",43f3c4c6594b12d454697837fc7f630e
,4.7,"2,400",4e08b11aaf78a8ea46bb3367ecbb9a28
,4.7,"2,400",77bf015262fc6ca25b3cd0c88e6ec0b8
,4.6,"2,300",5fabab8a1a0af43df35a3283bda66ec8
West Pitkin Street,4.6,"2,300",eb2f5779b612b78f35331bb100fbe2a1
,4.6,"2,300",f2c28299d611d844a6019ad9e36690d5
,4.5,"2,200",bcd2f22d8d58b7d4abef91c0d8fb4341
Meridian Avenue,4.5,"2,200",cb62e982d1e7e09103b35ab3201c8283
West Plum Street,4.5,"2,300",559cfb49972a1698afd7f7f59433d03f
,4.5,"2,300",9b4347ca2551dcd63f8a0d2dfa50e375
,4.4,"2,200",04715c5751b384dc384e876e6adab2f3
,4.4,"2,200",2aa27383f4bf9419c2d8c76912c1ee61
,4.4,"2,200",37e4ab301f7863b2623ffe8c22942b84
West Plum Street,4.4,"2,200",5f7d35021196208feb5573258dfd3251
,4.4,"2,200",aa51b745876349beade57c9358c40f4d
West Plum Street,4.4,"2,200",b789ddea36f552bb4ad0c200dbcecfce
,4.4,"2,200",cd4f82be4d904c35ac61a8f43b2a89aa
West Pitkin Street,4.3,"2,200",be3e9a23f475fc38ab4363484cae2681
West Lake Street,4.2,"2,100",4ce707d09cf6d384232c26ad6770daa0
West Elizabeth Street,4.2,"2,100",510c5bb39695e31f5a2e0ff541c0928f
,4.2,"2,100",f55bfecbe37249626ac5a23257e98ad6
West Plum Street,4.1,"2,000",bcea1baf9c9b55584f61287f9e117cef
,4.1,"2,100",6918edd5145165a295e2dac7cc08d8e1
,4.1,"2,100",c571abe520132dccea76928a0159b920
West Lake Street,4.0,"2,000",7d9256161efdde749618538c3a0474f0
West Laurel Street,4.0,"2,000",ab372f1a58c8f25c6a08d5f06cd03eb1
West Laurel Street,4.0,"2,000",b242c71daf8356ea9a92f6a6fc651035
West Pitkin Street,4.0,"2,000",b9df83364c89f3d418cb98d40ee181f6
West Laurel Street,4.0,"2,000",eaec2b45a109a9a4f82708ff19432818
,3.9,"2,000",16ffd24fd13868cbd9221910f9ffde8a
West Laurel Street,3.9,"2,000",1d72a26e02abe1eb7377937239c6d962
West Laurel Street,3.9,"2,000",2234d0b5ebe3138c4380718a577aa575
West Laurel Street,3.9,"2,000",54160edda6fa646a7d8b9b9ae9c9aa8c
,3.9,"2,000",70b96c6e3f279ed0cb04147d478748e5
West Laurel Street,3.9,"2,000",79fea9936207f586570941e1d0dd6348
,3.9,"2,000",8820e55336d966f4679e6ce358990bba
West Laurel Street,3.9,"2,000",940c98778f681d11292d01e2ae8cd88a
,3.9,"2,000",9ef9fa97d501e6385197f79bd681a476
West Laurel Street,3.9,"2,000",a519281094cd6006816d32e4eda3ab3f
Meridian Avenue,3.9,"2,000",b2f5fd44834cf8f2687cb7192a9115f1
West Laurel Street,3.9,"2,000",bf0fb4aade3d33884481040b8702c4d8
West Laurel Street,3.9,"2,000",f7d82ad3ef0672889b8b75c7c2f2b912
,3.8,"1,900",1dc2daa97b411aaa7ed53083c82d1a6f
West Pitkin Street,3.8,"1,900",3a2dcc4d870bc4ef62b5df2d7464920d
Meridian Avenue,3.8,"1,900",be4486fb8043b2a4e3aa5bb5a5e7292a
West Laurel Street,3.8,"1,900",caec683b59cfc54060d01cc7a9ad6a98
West Laurel Street,3.8,"1,900",cf85eb3105bc3fb8835032870cd8a06c
Meridian Avenue,3.8,"1,900",f59d0cd82705be96da15359b74ed4cd2
West Lake Street,3.7,"1,800",26ee5660d4134f67310132c41d636dfa
Meridian Avenue,3.7,"1,800",46d2b2392b6df57538d8b91686cc251d
West Pitkin Street,3.7,"1,800",f052723af6d7b791b38a9cc6f33aa693
,3.7,"1,900",ccf645d21e3ca6dd4684dbf573865f9e
West Elizabeth Street,3.6,"1,800",20280269f36037f435983c770d585104
,3.6,"1,800",261c2b1084fad79eb96e21189b560b90
