latitude,longitude
40.583788,-105.076906
40.585724,-105.075373
40.585724,-105.075373
40.58417,-105.08697
40.572428,-105.084355
40.571924,-105.085326
40.571924,-105.085326
40.572082,-105.085597
40.57474,-105.08906
40.573817,-105.086103
40.592685,-105.069778
40.592685,-105.069778
40.57394,-105.086026
40.588983,-105.063969
40.571664,-105.090958
40.5634,-105.05803
40.589547,-105.061319
40.55966,-105.08761
40.559748,-105.08768
40.56692,-105.08216
40.56698,-105.0821
40.55985,-105.08766
40.55971,-105.0876
40.56309,-105.07367
40.5669,-105.08222
40.55977,-105.08755
40.568998,-105.085804
40.569025,-105.085881
40.569049,-105.085859
40.569049,-105.085859
40.569041,-105.085851
40.568866,-105.087653
40.569997,-105.093165
40.572204,-105.09432
40.57225,-105.0943
40.572234,-105.094281
40.572212,-105.09428
40.57228,-105.09433
40.572285,-105.09433
40.572231,-105.094394
40.583758,-105.105099
40.583758,-105.105099
40.583827,-105.105051
40.583827,-105.105051
40.583848,-105.105053
40.583848,-105.105053
40.583897,-105.104988
40.583897,-105.104988
40.588986,-105.063872
40.588986,-105.063872
40.588986,-105.063872
40.588986,-105.063872
40.588986,-105.063872
40.583913,-105.105069
40.583913,-105.105069
40.55336,-105.09792
40.572214,-105.09286
40.56999,-105.0933
40.576754,-105.093064
40.576754,-105.093064
40.576754,-105.093064
40.551666,-105.069469
40.579073,-105.087811
40.552797,-105.07958
40.552797,-105.07958
40.552797,-105.07958
40.552797,-105.07958
40.5528,-105.079609
40.552801,-105.079583
40.552812,-105.079578
40.56693,-105.09666
40.576513,-105.084658
40.56628,-105.0989
40.57117,-105.09433
40.571214,-105.094334
40.571214,-105.094334
40.567361,-105.09124
40.56741,-105.091214
40.56997,-105.087049
40.569836,-105.087
40.56881,-105.089863
40.569804,-105.086794
40.568957,-105.089976
40.568996,-105.089999
40.568828,-105.089853
40.569849,-105.087154
40.569849,-105.087154
40.568845,-105.08984
40.568855,-105.089884
40.5687,-105.08461
40.56866,-105.08449
40.57368,-105.0865
40.56873,-105.08802
40.57349,-105.11604
40.57273,-105.11557
40.58112,-105.11518
40.536944,-105.078414
40.536944,-105.078414
40.536944,-105.078414
40.57724,-105.092605
40.577204,-105.092591
40.577221,-105.09257
40.577355,-105.092518
40.574822,-105.094161
40.577289,-105.092603
40.577459,-105.09435
40.577171,-105.091783
40.577229,-105.092555
40.577196,-105.092578
40.577212,-105.092575
40.577229,-105.092567
40.577223,-105.09256
40.577228,-105.09265
40.573391,-105.097242
40.577284,-105.092627
40.577284,-105.092627
40.577284,-105.092627
40.577284,-105.092627
40.577391,-105.086077
40.577255,-105.092527
40.577255,-105.092527
40.577255,-105.092527
40.577255,-105.092527
40.577255,-105.092527
40.577255,-105.092527
40.577255,-105.092527
40.577255,-105.092527
40.587271,-105.073721
40.570258,-105.029494
40.524131,-105.095461
40.518505,-105.080513
40.506145,-105.064418
40.530267,-105.079883
40.548153,-105.09697
40.576374,-105.086769
40.56909,-105.074192
40.56909,-105.074192
40.568603,-105.075797
40.570974,-105.083087
40.569701,-105.083687
40.572094,-105.081276
40.569701,-105.083687
40.568664,-105.075692
40.589636,-105.078334
40.589681,-105.07829
40.589676,-105.078285
40.577711,-105.078017
40.58965,-105.078341
40.577711,-105.078017
40.589676,-105.07831
40.589643,-105.078292
40.589721,-105.078316
40.591639,-105.091051
40.591639,-105.091051
40.591656,-105.091106
40.585254,-105.103536
40.572343,-105.1118
40.56946,-105.0994
40.57745,-105.083779
40.57741,-105.08376
40.56994,-105.075437
40.570015,-105.075446
40.56994,-105.075437
40.539052,-105.112539
40.539052,-105.112539
40.589501,-105.045782
40.573578,-105.078545
40.573564,-105.078504
40.573455,-105.078547
40.573458,-105.078536
40.573562,-105.078488
40.573499,-105.078561
40.522472,-105.092023
40.523456,-105.094002
40.577429,-105.083785
40.577393,-105.083797
40.577431,-105.083779
40.577416,-105.083786
40.570035,-105.093313
40.584604,-105.072312
40.573386,-105.078561
40.573541,-105.078637
40.589915,-105.05478
40.567293,-105.078697
40.568975,-105.081582
40.585673,-105.075328
40.57103,-105.084257
40.57103,-105.084257
40.56731,-105.07821
40.5711,-105.083052
40.571088,-105.08304
40.577192,-105.08499
40.585737,-105.075483
40.572167,-105.094497
40.572242,-105.094673
40.577422,-105.091833
40.577667,-105.09258
40.577803,-105.091363
40.577803,-105.091363
40.577155,-105.086343
40.577155,-105.086343
40.577582,-105.09258
40.570005,-105.07533
40.567297,-105.078697
40.571032,-105.066235
40.571032,-105.066235
40.576135,-105.061153
40.57615,-105.061163
40.576135,-105.061153
40.576207,-105.061028
40.576283,-105.07036
40.589658,-105.078332
40.582468,-105.080252
40.582468,-105.080252
40.586882,-105.080577
40.586882,-105.080577
40.586882,-105.080577
40.586358,-105.075507
40.586507,-105.075543
40.586657,-105.079132
40.610147,-105.076832
40.610147,-105.076832
40.584697,-105.08802
40.584977,-105.095973
40.575912,-105.120515
40.575912,-105.120515
40.564087,-105.123855
40.569347,-105.113673
40.569347,-105.113673
40.58223,-105.099345
40.588818,-105.073747
40.560948,-105.091857
40.592735,-105.069737
40.560928,-105.099307
40.57434,-105.10405
40.575717,-105.106445
40.570705,-105.08455
40.575898,-105.105432
40.582235,-105.099325
40.57724,-105.098985
40.575385,-105.098423
40.57724,-105.098985
40.5807,-105.105808
40.586602,-105.079027
40.577402,-105.08388
40.577418,-105.083885
40.577428,-105.083903
40.57743,-105.083837
40.577433,-105.083872
40.577405,-105.083887
40.576108,-105.112878
40.576438,-105.097977
40.578068,-105.080493
40.586342,-105.075627
40.589038,-105.075565
40.589038,-105.075565
40.590985,-105.07182
40.589858,-105.075812
40.539762,-105.104835
40.588902,-105.063242
40.578068,-105.080493
40.573685,-105.08566
40.589838,-105.07574
40.589783,-105.075662
40.58573,-105.075497
40.573687,-105.085775
40.573687,-105.085717
40.573687,-105.085797
40.570913,-105.084282
40.570198,-105.093143
40.586507,-105.075543
40.589828,-105.075745
40.539762,-105.104835
40.572502,-105.084355
40.592732,-105.069767
40.575717,-105.106445
40.5759,-105.097645
40.570933,-105.08309
40.570913,-105.084255
40.586645,-105.079058
40.589257,-105.045535
40.573518,-105.078555
40.573562,-105.078603
40.52245,-105.09204
40.523435,-105.094057
40.577418,-105.083895
40.572338,-105.088835
40.572372,-105.088857
40.572345,-105.088845
40.570088,-105.093325
40.570088,-105.093325
40.569018,-105.095885
40.568717,-105.095545
40.573573,-105.078587
40.573407,-105.078532
40.573528,-105.078602
40.573463,-105.078607
40.57338,-105.07861
40.573415,-105.078632
40.573412,-105.07859
40.577395,-105.083882
40.577382,-105.083885
40.581748,-105.101113
40.561708,-105.099232
40.592432,-105.074118
40.561708,-105.099232
40.57845,-105.07647
40.56978,-105.073715
40.590375,-105.076332
40.58686,-105.119177
40.572437,-105.0904
40.576055,-105.082307
40.577205,-105.086192
40.56978,-105.073715
40.576935,-105.088518
40.589158,-105.09715
40.575015,-105.093935
40.57825,-105.091322
40.580245,-105.084508
40.55135,-105.028252
40.577408,-105.093137
40.570062,-105.089947
40.552463,-105.043817
40.565472,-105.03695
40.55135,-105.028252
40.572155,-105.085695
40.574918,-105.091052
40.570355,-105.09273
40.562042,-105.093818
40.570923,-105.095677
40.584199,-105.077613
40.589823,-105.075501
40.568005,-105.095365
40.568005,-105.095365
40.568087,-105.084639
40.568087,-105.084639
40.572273,-105.094652
40.572273,-105.094652
40.574823,-105.095833
40.574823,-105.095833
40.577803,-105.096899
40.590636,-105.077326
40.590636,-105.077326
40.584106,-105.077586
40.584106,-105.077586
40.583748,-105.07697
40.583748,-105.07697
40.57114,-105.092702
40.583748,-105.07697
40.57114,-105.092702
40.57478,-105.097156
40.57478,-105.097156
40.571012,-105.08586
40.571,-105.085884
40.554187,-105.097311
40.554187,-105.097311
40.589878,-105.058223
40.589878,-105.058223
40.577429,-105.088616
40.574849,-105.094083
40.564495,-105.099221
40.582892,-105.075795
40.571311,-105.066993
40.571311,-105.066993
40.571311,-105.066993
40.574737,-105.114963
40.574737,-105.114963
40.574737,-105.114963
40.574737,-105.114963
40.587075,-105.078282
40.59273,-105.06988
40.59273,-105.06988
40.59273,-105.06988
40.586925,-105.079342
40.579955,-105.098822
40.579955,-105.098822
40.57119,-105.094268
40.571278,-105.094133
40.575158,-105.099133
40.571309,-105.091696
40.571321,-105.091685
40.571321,-105.091685
40.570893,-105.086248
40.570368,-105.094447
40.575727,-105.085028
40.57572,-105.085065
40.57572,-105.085065
40.579805,-105.078835
40.579805,-105.078835
40.57821,-105.077312
40.57821,-105.077312
40.56638,-105.078447
40.56518,-105.115027
40.510181,-105.017154
40.510181,-105.017154
40.510181,-105.017154
40.555037,-105.115277
40.555037,-105.115277
40.555037,-105.115277
40.49454,-105.084428
40.49454,-105.084428
40.555869,-105.09619
40.555869,-105.09619
40.555869,-105.09619
40.581766,-105.077234
40.581766,-105.077234
40.590397,-105.07628
40.573843,-105.085843
40.578522,-105.080587
40.573843,-105.085843
40.578522,-105.080587
40.587168,-105.078
40.587168,-105.078
40.57676,-105.0909
40.577515,-105.090885
40.577515,-105.090885
40.576067,-105.105195
40.591457,-105.078662
40.574063,-105.088343
40.57676,-105.0909
40.575475,-105.11529
40.574063,-105.088343
40.576067,-105.105195
40.575475,-105.11529
40.58416,-105.07747
40.575467,-105.082082
40.577582,-105.084822
40.58614,-105.056005
40.58227,-105.07702
40.582257,-105.07692
40.569688,-105.093547
40.568133,-105.090522
40.58718,-105.073553
40.570787,-105.081627
40.579153,-105.104495
40.580477,-105.110572
40.579147,-105.104455
40.571023,-105.086029
40.571023,-105.086029
40.571023,-105.086029
40.571023,-105.086029
40.597613,-105.06936
40.571023,-105.086029
40.571023,-105.086029
40.571023,-105.086029
40.58652,-105.0788
40.571023,-105.086029
40.571023,-105.086029
40.571053,-105.085975
40.571022,-105.085946
40.571022,-105.085946
40.565858,-105.092737
40.521637,-105.041932
40.559385,-105.075455
40.571027,-105.085908
40.570947,-105.085837
40.570947,-105.085837
40.5899,-105.05502
40.577429,-105.088616
40.577429,-105.088616
40.577429,-105.088616
40.521465,-105.064038
40.570963,-105.083113
40.565858,-105.092737
40.54019,-105.104695
40.571477,-105.094102
40.565858,-105.092737
40.571192,-105.105173
40.565858,-105.092737
40.537007,-105.079662
40.565858,-105.092737
40.549152,-105.095247
40.565858,-105.092737
40.565858,-105.092737
40.588877,-105.078125
40.617342,-105.080592
40.576207,-105.075442
40.587407,-105.073932
40.584548,-105.078765
40.576698,-105.097802
40.586432,-105.076847
40.565858,-105.092737
40.553342,-105.06962
40.562393,-105.133365
40.524655,-105.051912
40.585067,-105.078768
40.581692,-105.078173
40.571743,-105.090902
40.554713,-105.097138
40.535825,-105.083855
40.581747,-105.077252
40.581775,-105.077262
40.581757,-105.077252
40.581752,-105.07726
40.581667,-105.078135
40.583442,-105.075
40.584107,-105.077317
40.585052,-105.078765
40.585087,-105.080725
40.586678,-105.076908
40.586988,-105.0782
40.587208,-105.078773
40.58644,-105.074743
40.586652,-105.077807
40.58753,-105.078547
40.586895,-105.080563
40.590635,-105.078347
40.59016,-105.07726
40.546438,-105.065358
40.58608,-105.075465
40.588753,-105.074027
40.57567,-105.088107
40.574768,-105.088975
40.574762,-105.088982
40.574668,-105.089017
40.572238,-105.089103
40.570837,-105.089757
40.571112,-105.089183
40.570865,-105.090328
40.572655,-105.092485
40.576513,-105.093052
40.509302,-105.039515
40.52467,-105.052123
40.589583,-105.076758
40.535268,-105.094613
40.535805,-105.083862
40.57652,-105.093285
40.56036,-105.075663
40.563397,-105.06102
40.56333,-105.059992
40.563358,-105.059998
40.575442,-105.104005
40.576045,-105.103993
40.574458,-105.100945
40.574458,-105.100945
40.582832,-105.021173
40.561738,-105.047667
40.569255,-105.109672
40.581777,-105.077288
40.586378,-105.075625
40.588013,-105.074148
40.588033,-105.074141
40.573066,-105.051586
40.579678,-105.083546
40.591743,-105.080806
40.590596,-105.078672
40.589946,-105.072976
40.570451,-105.10704
40.569014,-105.103391
40.576274,-105.117045
40.529044,-105.040023
40.570608,-105.080567
40.570608,-105.080567
40.576243,-105.061256
40.508666,-105.075493
40.578246,-105.104513
40.565349,-105.051177
40.565349,-105.051177
40.545648,-105.080444
40.578246,-105.104516
40.530998,-105.116741
40.530977,-105.116709
40.530998,-105.116741
40.578244,-105.104517
40.578244,-105.104517
40.578225,-105.104516
40.553127,-105.092265
40.559724,-105.130855
40.562731,-105.123129
40.597835,-105.067645
40.554227,-105.040764
40.537896,-105.078351
40.590863,-105.071865
40.580903,-105.088075
40.567349,-105.085425
40.579163,-105.08446
40.578243,-105.086868
40.578243,-105.086868
40.578248,-105.086812
40.577358,-105.08638
40.577358,-105.08638
40.577398,-105.086313
