Date,Year,Month,Scooter Trips,Bike Trips,Normal Price,College Price
2/16/2023,2023,2,231,50,0.4,0.4
2/17/2023,2023,2,289,53,0.4,0.4
2/18/2023,2023,2,344,41,0.4,0.4
2/19/2023,2023,2,308,36,0.4,0.4
2/20/2023,2023,2,323,40,0.4,0.4
2/21/2023,2023,2,272,68,0.4,0.4
2/22/2023,2023,2,29,11,0.4,0.4
2/23/2023,2023,2,39,23,0.4,0.4
2/24/2023,2023,2,154,47,0.4,0.4
2/25/2023,2023,2,198,34,0.4,0.4
2/26/2023,2023,2,240,42,0.4,0.4
2/27/2023,2023,2,369,40,0.4,0.4
2/28/2023,2023,2,322,40,0.4,0.4
3/1/2023,2023,3,260,34,0.4,0.4
3/2/2023,2023,3,336,44,0.4,0.4
3/3/2023,2023,3,503,42,0.4,0.4
3/4/2023,2023,3,381,49,0.4,0.4
3/5/2023,2023,3,271,56,0.4,0.4
3/6/2023,2023,3,291,73,0.4,0.4
3/7/2023,2023,3,290,60,0.4,0.4
3/8/2023,2023,3,293,52,0.4,0.4
3/9/2023,2023,3,389,39,0.4,0.4
3/10/2023,2023,3,408,53,0.4,0.4
3/11/2023,2023,3,271,61,0.4,0.4
3/12/2023,2023,3,165,35,0.4,0.4
3/13/2023,2023,3,184,44,0.4,0.4
3/14/2023,2023,3,210,45,0.4,0.4
3/15/2023,2023,3,211,54,0.4,0.4
3/16/2023,2023,3,191,23,0.4,0.4
3/17/2023,2023,3,343,48,0.4,0.4
3/18/2023,2023,3,263,64,0.4,0.4
3/19/2023,2023,3,303,65,0.4,0.4
3/20/2023,2023,3,389,50,0.4,0.4
3/21/2023,2023,3,391,76,0.4,0.4
3/22/2023,2023,3,262,47,0.4,0.4
3/23/2023,2023,3,509,82,0.4,0.4
3/24/2023,2023,3,562,83,0.4,0.4
3/25/2023,2023,3,250,48,0.4,0.4
3/26/2023,2023,3,314,56,0.4,0.4
3/27/2023,2023,3,119,12,0.4,0.4
3/28/2023,2023,3,297,50,0.4,0.4
3/29/2023,2023,3,480,45,0.4,0.4
3/30/2023,2023,3,487,74,0.4,0.4
3/31/2023,2023,3,428,62,0.4,0.4
4/1/2023,2023,4,581,153,0.4,0.4
4/2/2023,2023,4,511,94,0.4,0.4
4/3/2023,2023,4,411,66,0.4,0.4
4/4/2023,2023,4,217,36,0.4,0.4
4/5/2023,2023,4,438,68,0.4,0.4
4/6/2023,2023,4,432,60,0.4,0.4
4/7/2023,2023,4,628,132,0.4,0.4
4/8/2023,2023,4,581,99,0.4,0.4
4/9/2023,2023,4,555,97,0.4,0.4
4/10/2023,2023,4,548,94,0.4,0.4
4/11/2023,2023,4,616,94,0.4,0.4
4/12/2023,2023,4,694,131,0.4,0.4
4/13/2023,2023,4,774,122,0.4,0.4
4/14/2023,2023,4,474,71,0.4,0.4
4/15/2023,2023,4,577,84,0.4,0.4
4/16/2023,2023,4,569,123,0.4,0.4
4/17/2023,2023,4,549,122,0.4,0.4
4/18/2023,2023,4,650,149,0.4,0.4
4/19/2023,2023,4,539,107,0.4,0.4
4/20/2023,2023,4,637,134,0.4,0.4
4/21/2023,2023,4,610,117,0.4,0.4
4/22/2023,2023,4,423,87,0.4,0.4
4/23/2023,2023,4,514,127,0.4,0.4
4/24/2023,2023,4,513,143,0.4,0.4
4/25/2023,2023,4,474,100,0.4,0.4
4/26/2023,2023,4,590,129,0.4,0.4
4/27/2023,2023,4,646,146,0.4,0.4
4/28/2023,2023,4,856,194,0.4,0.4
4/29/2023,2023,4,1157,294,0.4,0.4
4/30/2023,2023,4,576,252,0.4,0.4
5/1/2023,2023,5,818,230,0.4,0.4
5/2/2023,2023,5,670,190,0.4,0.4
5/3/2023,2023,5,768,140,0.4,0.4
5/4/2023,2023,5,692,173,0.4,0.4
5/5/2023,2023,5,900,223,0.4,0.4
5/6/2023,2023,5,952,209,0.4,0.4
5/7/2023,2023,5,596,148,0.4,0.4
5/8/2023,2023,5,642,133,0.4,0.4
5/9/2023,2023,5,687,184,0.4,0.4
5/10/2023,2023,5,592,86,0.4,0.4
5/11/2023,2023,5,414,71,0.4,0.4
5/12/2023,2023,5,607,168,0.4,0.4
5/13/2023,2023,5,637,199,0.4,0.4
5/14/2023,2023,5,246,61,0.4,0.4
5/15/2023,2023,5,302,92,0.4,0.4
5/16/2023,2023,5,438,111,0.4,0.4
5/17/2023,2023,5,492,120,0.4,0.4
5/18/2023,2023,5,368,59,0.4,0.4
5/19/2023,2023,5,479,150,0.4,0.4
5/20/2023,2023,5,575,144,0.4,0.4
5/21/2023,2023,5,517,175,0.4,0.4
5/22/2023,2023,5,492,146,0.4,0.4
5/23/2023,2023,5,603,160,0.4,0.4
5/24/2023,2023,5,483,152,0.4,0.4
5/25/2023,2023,5,564,175,0.4,0.4
5/26/2023,2023,5,638,144,0.4,0.4
5/27/2023,2023,5,648,179,0.4,0.4
5/28/2023,2023,5,659,174,0.4,0.4
5/29/2023,2023,5,522,153,0.4,0.4
5/30/2023,2023,5,478,119,0.4,0.4
5/31/2023,2023,5,369,121,0.4,0.4
6/1/2023,2023,6,401,145,0.4,0.4
6/2/2023,2023,6,697,180,0.4,0.4
6/3/2023,2023,6,545,199,0.4,0.4
6/4/2023,2023,6,275,73,0.4,0.4
6/5/2023,2023,6,437,74,0.4,0.4
6/6/2023,2023,6,517,130,0.4,0.4
6/7/2023,2023,6,528,157,0.4,0.4
6/8/2023,2023,6,634,169,0.4,0.4
6/9/2023,2023,6,560,171,0.4,0.4
6/10/2023,2023,6,793,299,0.4,0.4
6/11/2023,2023,6,432,199,0.4,0.4
6/12/2023,2023,6,394,112,0.4,0.4
6/13/2023,2023,6,475,148,0.4,0.4
6/14/2023,2023,6,594,230,0.4,0.4
6/15/2023,2023,6,609,212,0.4,0.4
6/16/2023,2023,6,496,135,0.4,0.4
6/17/2023,2023,6,575,163,0.4,0.4
6/18/2023,2023,6,482,235,0.4,0.4
6/19/2023,2023,6,503,220,0.4,0.4
6/20/2023,2023,6,598,277,0.4,0.4
6/21/2023,2023,6,564,228,0.4,0.4
6/22/2023,2023,6,751,272,0.4,0.4
6/23/2023,2023,6,733,300,0.4,0.4
6/24/2023,2023,6,804,224,0.4,0.4
6/25/2023,2023,6,523,221,0.4,0.4
6/26/2023,2023,6,534,265,0.4,0.4
6/27/2023,2023,6,625,240,0.4,0.4
6/28/2023,2023,6,587,274,0.4,0.4
6/29/2023,2023,6,679,268,0.4,0.4
6/30/2023,2023,6,610,210,0.4,0.4
7/1/2023,2023,7,799,280,0.4,0.4
7/2/2023,2023,7,662,270,0.4,0.4
7/3/2023,2023,7,471,181,0.4,0.4
7/4/2023,2023,7,678,206,0.4,0.4
7/5/2023,2023,7,407,132,0.4,0.4
7/6/2023,2023,7,471,173,0.4,0.4
7/7/2023,2023,7,494,181,0.4,0.4
7/8/2023,2023,7,567,180,0.4,0.4
7/9/2023,2023,7,561,223,0.4,0.4
7/10/2023,2023,7,559,176,0.4,0.4
7/11/2023,2023,7,663,199,0.4,0.4
7/12/2023,2023,7,644,213,0.4,0.4
7/13/2023,2023,7,712,269,0.4,0.4
7/14/2023,2023,7,769,359,0.4,0.4
7/15/2023,2023,7,714,351,0.4,0.4
7/16/2023,2023,7,484,253,0.4,0.4
7/17/2023,2023,7,535,214,0.4,0.4
7/18/2023,2023,7,618,188,0.4,0.4
7/19/2023,2023,7,574,225,0.4,0.4
7/20/2023,2023,7,443,143,0.4,0.4
7/21/2023,2023,7,724,242,0.4,0.4
7/22/2023,2023,7,702,240,0.4,0.4
7/23/2023,2023,7,507,212,0.4,0.4
7/24/2023,2023,7,567,218,0.4,0.4
7/25/2023,2023,7,487,251,0.4,0.4
7/26/2023,2023,7,515,175,0.4,0.4
7/27/2023,2023,7,571,204,0.4,0.4
7/28/2023,2023,7,645,203,0.4,0.4
7/29/2023,2023,7,694,190,0.4,0.4
7/30/2023,2023,7,459,211,0.4,0.4
7/31/2023,2023,7,405,139,0.4,0.4
8/1/2023,2023,8,527,168,0.4,0.4
8/2/2023,2023,8,565,166,0.4,0.4
8/3/2023,2023,8,481,131,0.4,0.4
8/4/2023,2023,8,650,214,0.4,0.4
8/5/2023,2023,8,584,211,0.4,0.4
8/6/2023,2023,8,367,160,0.4,0.4
8/7/2023,2023,8,392,170,0.4,0.4
8/8/2023,2023,8,395,141,0.4,0.4
8/9/2023,2023,8,473,192,0.4,0.4
8/10/2023,2023,8,465,226,0.4,0.4
8/11/2023,2023,8,544,217,0.4,0.4
8/12/2023,2023,8,615,194,0.4,0.4
8/13/2023,2023,8,547,264,0.4,0.4
8/14/2023,2023,8,531,181,0.4,0.4
8/15/2023,2023,8,621,250,0.4,0.4
8/16/2023,2023,8,666,218,0.4,0.4
8/17/2023,2023,8,848,344,0.4,0.4
8/18/2023,2023,8,801,364,0.4,0.4
8/19/2023,2023,8,779,474,0.4,0.4
8/20/2023,2023,8,779,412,0.4,0.4
8/21/2023,2023,8,713,352,0.4,0.4
8/22/2023,2023,8,832,276,0.4,0.4
8/23/2023,2023,8,761,308,0.4,0.4
8/24/2023,2023,8,655,360,0.4,0.4
8/25/2023,2023,8,449,239,0.4,0.4
8/26/2023,2023,8,880,585,0.4,0.4
8/27/2023,2023,8,508,295,0.4,0.4
8/28/2023,2023,8,372,213,0.4,0.4
8/29/2023,2023,8,538,240,0.4,0.4
8/30/2023,2023,8,521,256,0.4,0.4
8/31/2023,2023,8,734,271,0.4,0.4
9/1/2023,2023,9,810,328,0.4,0.4
9/2/2023,2023,9,939,496,0.4,0.4
9/3/2023,2023,9,544,294,0.4,0.4
9/4/2023,2023,9,446,192,0.4,0.4
9/5/2023,2023,9,623,168,0.4,0.4
9/6/2023,2023,9,672,233,0.4,0.4
9/7/2023,2023,9,641,236,0.4,0.4
9/8/2023,2023,9,709,212,0.4,0.4
9/9/2023,2023,9,549,296,0.4,0.4
9/10/2023,2023,9,405,149,0.4,0.4
9/11/2023,2023,9,601,191,0.4,0.4
9/12/2023,2023,9,632,234,0.4,0.4
9/13/2023,2023,9,620,232,0.4,0.4
9/14/2023,2023,9,601,196,0.4,0.4
9/15/2023,2023,9,693,239,0.4,0.4
9/16/2023,2023,9,622,290,0.4,0.4
9/17/2023,2023,9,371,277,0.4,0.4
9/18/2023,2023,9,448,222,0.4,0.4
9/19/2023,2023,9,584,165,0.4,0.4
9/20/2023,2023,9,683,204,0.4,0.4
9/21/2023,2023,9,797,256,0.4,0.4
9/22/2023,2023,9,835,266,0.4,0.4
9/23/2023,2023,9,685,272,0.4,0.4
9/24/2023,2023,9,498,204,0.4,0.4
9/25/2023,2023,9,531,191,0.4,0.4
9/26/2023,2023,9,525,237,0.4,0.4
9/27/2023,2023,9,657,257,0.4,0.4
9/28/2023,2023,9,698,269,0.4,0.4
9/29/2023,2023,9,675,361,0.4,0.4
9/30/2023,2023,9,946,447,0.4,0.4
10/1/2023,2023,10,414,222,0.4,0.4
10/2/2023,2023,10,432,183,0.4,0.4
10/3/2023,2023,10,515,164,0.4,0.4
10/4/2023,2023,10,547,190,0.4,0.4
10/5/2023,2023,10,638,212,0.4,0.4
10/6/2023,2023,10,660,235,0.4,0.4
10/7/2023,2023,10,643,335,0.4,0.4
10/8/2023,2023,10,386,225,0.4,0.4
10/9/2023,2023,10,527,183,0.4,0.4
10/10/2023,2023,10,575,136,0.4,0.4
10/11/2023,2023,10,651,128,0.4,0.4
10/12/2023,2023,10,571,151,0.4,0.4
10/13/2023,2023,10,584,202,0.4,0.4
10/14/2023,2023,10,873,434,0.4,0.4
10/15/2023,2023,10,424,220,0.4,0.4
10/16/2023,2023,10,540,143,0.4,0.4
10/17/2023,2023,10,656,156,0.4,0.4
10/18/2023,2023,10,593,166,0.4,0.4
10/19/2023,2023,10,604,191,0.4,0.4
10/20/2023,2023,10,615,209,0.4,0.4
10/21/2023,2023,10,475,229,0.4,0.4
10/22/2023,2023,10,430,186,0.4,0.4
10/23/2023,2023,10,600,148,0.4,0.4
10/24/2023,2023,10,615,124,0.4,0.4
10/25/2023,2023,10,538,156,0.4,0.4
10/26/2023,2023,10,494,88,0.4,0.4
10/27/2023,2023,10,569,172,0.4,0.4
10/28/2023,2023,10,391,123,0.4,0.4
10/29/2023,2023,10,204,64,0.4,0.4
10/30/2023,2023,10,281,63,0.4,0.4
10/31/2023,2023,10,428,124,0.4,0.4
11/1/2023,2023,11,470,141,0.4,0.4
11/2/2023,2023,11,467,144,0.4,0.4
11/3/2023,2023,11,607,162,0.4,0.4
11/4/2023,2023,11,458,121,0.4,0.4
11/5/2023,2023,11,368,105,0.4,0.4
11/6/2023,2023,11,406,99,0.4,0.4
11/7/2023,2023,11,431,102,0.4,0.4
11/8/2023,2023,11,391,124,0.4,0.4
11/9/2023,2023,11,378,94,0.4,0.4
11/10/2023,2023,11,411,152,0.4,0.4
11/11/2023,2023,11,546,192,0.4,0.4
11/12/2023,2023,11,244,122,0.4,0.4
11/13/2023,2023,11,240,141,0.4,0.4
11/14/2023,2023,11,351,99,0.4,0.4
11/15/2023,2023,11,400,109,0.4,0.4
11/16/2023,2023,11,390,118,0.4,0.4
11/17/2023,2023,11,367,107,0.4,0.4
11/18/2023,2023,11,283,114,0.4,0.4
11/19/2023,2023,11,140,73,0.4,0.4
11/20/2023,2023,11,147,34,0.4,0.4
11/21/2023,2023,11,153,63,0.4,0.4
11/22/2023,2023,11,194,99,0.4,0.4
11/23/2023,2023,11,90,38,0.4,0.4
11/24/2023,2023,11,18,20,0.4,0.4
11/25/2023,2023,11,32,2,0.4,0.4
11/26/2023,2023,11,72,20,0.4,0.4
11/27/2023,2023,11,201,46,0.4,0.4
11/28/2023,2023,11,246,70,0.4,0.4
11/29/2023,2023,11,361,61,0.4,0.4
11/30/2023,2023,11,274,79,0.4,0.4
12/1/2023,2023,12,306,92,0.4,0.4
12/2/2023,2023,12,209,72,0.4,0.4
12/3/2023,2023,12,202,68,0.4,0.4
12/4/2023,2023,12,249,107,0.4,0.4
12/5/2023,2023,12,304,79,0.4,0.4
12/6/2023,2023,12,354,127,0.4,0.4
12/7/2023,2023,12,339,98,0.4,0.4
12/8/2023,2023,12,334,108,0.4,0.4
12/9/2023,2023,12,227,67,0.4,0.4
12/10/2023,2023,12,196,61,0.4,0.4
12/11/2023,2023,12,230,83,0.4,0.4
12/12/2023,2023,12,224,67,0.4,0.4
12/13/2023,2023,12,173,73,0.4,0.4
12/14/2023,2023,12,205,67,0.4,0.4
12/15/2023,2023,12,199,86,0.4,0.4
12/16/2023,2023,12,157,52,0.4,0.4
12/17/2023,2023,12,140,44,0.4,0.4
12/18/2023,2023,12,100,25,0.4,0.4
12/19/2023,2023,12,126,29,0.4,0.4
12/20/2023,2023,12,104,29,0.4,0.4
12/21/2023,2023,12,100,56,0.4,0.4
12/22/2023,2023,12,138,66,0.4,0.4
12/23/2023,2023,12,114,27,0.4,0.4
12/24/2023,2023,12,55,28,0.4,0.4
12/25/2023,2023,12,27,5,0.4,0.4
12/26/2023,2023,12,38,20,0.4,0.4
12/27/2023,2023,12,70,24,0.4,0.4
12/28/2023,2023,12,90,46,0.4,0.4
12/29/2023,2023,12,106,57,0.4,0.4
12/30/2023,2023,12,107,48,0.4,0.4
12/31/2023,2023,12,137,36,0.4,0.4
1/1/2024,2024,1,135,52,0.4,0.4
1/2/2024,2024,1,80,41,0.4,0.4
1/3/2024,2024,1,66,40,0.4,0.4
1/4/2024,2024,1,65,28,0.4,0.4
1/5/2024,2024,1,84,51,0.4,0.4
1/6/2024,2024,1,90,48,0.4,0.4
1/7/2024,2024,1,63,37,0.4,0.4
1/8/2024,2024,1,54,38,0.4,0.4
1/9/2024,2024,1,84,35,0.4,0.4
1/10/2024,2024,1,54,33,0.4,0.4
1/11/2024,2024,1,70,32,0.4,0.4
1/12/2024,2024,1,58,34,0.4,0.4
1/13/2024,2024,1,16,8,0.4,0.4
1/14/2024,2024,1,17,9,0.4,0.4
1/15/2024,2024,1,12,0,0.4,0.4
1/16/2024,2024,1,15,2,0.4,0.4
1/17/2024,2024,1,121,39,0.4,0.4
1/18/2024,2024,1,59,26,0.4,0.4
1/19/2024,2024,1,128,42,0.4,0.4
1/20/2024,2024,1,87,26,0.4,0.4
1/21/2024,2024,1,95,34,0.4,0.4
1/22/2024,2024,1,192,57,0.4,0.4
1/23/2024,2024,1,176,76,0.4,0.4
1/24/2024,2024,1,139,83,0.4,0.4
1/25/2024,2024,1,174,63,0.4,0.4
1/26/2024,2024,1,171,82,0.4,0.4
1/27/2024,2024,1,161,48,0.4,0.4
1/28/2024,2024,1,140,45,0.4,0.4
1/29/2024,2024,1,168,64,0.4,0.4
1/30/2024,2024,1,185,93,0.4,0.4
1/31/2024,2024,1,126,71,0.4,0.4
2/1/2024,2024,2,135,95,0.4,0.4
2/2/2024,2024,2,143,85,0.4,0.4
2/3/2024,2024,2,55,12,0.4,0.4
2/4/2024,2024,2,75,28,0.4,0.4
2/5/2024,2024,2,114,68,0.4,0.4
2/6/2024,2024,2,189,0,0.4,0.4
2/7/2024,2024,2,155,7,0.4,0.4
2/8/2024,2024,2,173,50,0.4,0.4
2/9/2024,2024,2,164,41,0.4,0.4
2/10/2024,2024,2,70,9,0.4,0.4
2/11/2024,2024,2,141,33,0.4,0.4
2/12/2024,2024,2,165,21,0.4,0.4
2/13/2024,2024,2,207,37,0.4,0.4
2/14/2024,2024,2,198,50,0.4,0.4
2/15/2024,2024,2,199,41,0.4,0.4
2/16/2024,2024,2,135,30,0.4,0.4
2/17/2024,2024,2,96,42,0.4,0.4
2/18/2024,2024,2,106,35,0.4,0.4
2/19/2024,2024,2,160,54,0.4,0.4
2/20/2024,2024,2,190,52,0.4,0.4
2/21/2024,2024,2,204,73,0.4,0.4
2/22/2024,2024,2,184,63,0.4,0.4
2/23/2024,2024,2,202,58,0.4,0.4
2/24/2024,2024,2,169,48,0.4,0.4
2/25/2024,2024,2,190,61,0.4,0.4
2/26/2024,2024,2,194,46,0.4,0.4
2/27/2024,2024,2,248,54,0.4,0.4
2/28/2024,2024,2,243,65,0.4,0.4
2/29/2024,2024,2,272,58,0.4,0.4
3/1/2024,2024,3,309,82,0.4,0.4
3/2/2024,2024,3,285,82,0.4,0.4
3/3/2024,2024,3,137,48,0.4,0.4
3/4/2024,2024,3,121,59,0.4,0.4
3/5/2024,2024,3,125,52,0.4,0.4
3/6/2024,2024,3,178,79,0.4,0.4
3/7/2024,2024,3,177,50,0.4,0.4
3/8/2024,2024,3,161,40,0.4,0.4
3/9/2024,2024,3,149,31,0.4,0.4
3/10/2024,2024,3,152,52,0.4,0.4
3/11/2024,2024,3,125,41,0.4,0.4
3/12/2024,2024,3,168,38,0.4,0.4
3/13/2024,2024,3,108,30,0.4,0.4
3/14/2024,2024,3,35,16,0.4,0.4
3/15/2024,2024,3,59,20,0.4,0.4
3/16/2024,2024,3,142,59,0.4,0.4
3/17/2024,2024,3,174,38,0.4,0.4
3/18/2024,2024,3,210,30,0.4,0.4
3/19/2024,2024,3,292,53,0.4,0.4
3/20/2024,2024,3,300,39,0.4,0.4
3/21/2024,2024,3,392,67,0.4,0.4
3/22/2024,2024,3,437,80,0.4,0.4
3/23/2024,2024,3,301,93,0.4,0.4
3/24/2024,2024,3,132,49,0.4,0.4
3/25/2024,2024,3,161,38,0.4,0.4
3/26/2024,2024,3,179,53,0.4,0.4
3/27/2024,2024,3,286,61,0.4,0.4
3/28/2024,2024,3,352,78,0.4,0.4
3/29/2024,2024,3,300,72,0.4,0.4
3/30/2024,2024,3,337,84,0.4,0.4
3/31/2024,2024,3,249,71,0.4,0.4
4/1/2024,2024,4,218,49,0.4,0.4
4/2/2024,2024,4,362,62,0.4,0.4
4/3/2024,2024,4,402,77,0.4,0.4
4/4/2024,2024,4,464,59,0.4,0.4
4/5/2024,2024,4,531,87,0.4,0.4
4/6/2024,2024,4,287,51,0.4,0.4
4/7/2024,2024,4,190,38,0.4,0.4
4/8/2024,2024,4,327,54,0.4,0.4
4/9/2024,2024,4,394,64,0.4,0.4
4/10/2024,2024,4,405,43,0.4,0.4
4/11/2024,2024,4,473,91,0.4,0.4
4/12/2024,2024,4,592,104,0.4,0.4
4/13/2024,2024,4,496,95,0.4,0.4
4/14/2024,2024,4,521,80,0.4,0.4
4/15/2024,2024,4,369,66,0.4,0.4
4/16/2024,2024,4,400,66,0.4,0.4
4/17/2024,2024,4,408,88,0.4,0.4
4/18/2024,2024,4,301,31,0.4,0.4
4/19/2024,2024,4,343,44,0.4,0.4
4/20/2024,2024,4,294,47,0.4,0.4
4/21/2024,2024,4,313,65,0.4,0.4
4/22/2024,2024,4,382,79,0.4,0.4
4/23/2024,2024,4,431,63,0.4,0.4
4/24/2024,2024,4,380,67,0.4,0.4
4/25/2024,2024,4,500,73,0.4,0.4
4/26/2024,2024,4,503,79,0.4,0.4
4/27/2024,2024,4,265,43,0.4,0.4
4/28/2024,2024,4,420,111,0.4,0.4
4/29/2024,2024,4,734,102,0.4,0.4
4/30/2024,2024,4,475,65,0.4,0.4
5/1/2024,2024,5,477,84,0.4,0.4
5/2/2024,2024,5,547,87,0.4,0.4
5/3/2024,2024,5,479,117,0.4,0.4
5/4/2024,2024,5,558,111,0.4,0.4
5/5/2024,2024,5,443,104,0.4,0.4
5/6/2024,2024,5,374,75,0.4,0.4
5/7/2024,2024,5,381,73,0.4,0.4
5/8/2024,2024,5,506,61,0.4,0.4
5/9/2024,2024,5,399,79,0.4,0.4
5/10/2024,2024,5,566,103,0.4,0.4
5/11/2024,2024,5,549,88,0.4,0.4
5/12/2024,2024,5,343,74,0.4,0.4
5/13/2024,2024,5,230,67,0.4,0.4
5/14/2024,2024,5,330,75,0.4,0.4
5/15/2024,2024,5,289,54,0.4,0.4
5/16/2024,2024,5,307,69,0.4,0.4
5/17/2024,2024,5,388,81,0.4,0.4
5/18/2024,2024,5,404,90,0.4,0.4
5/19/2024,2024,5,262,69,0.4,0.4
5/20/2024,2024,5,276,47,0.4,0.4
5/21/2024,2024,5,195,59,0.4,0.4
5/22/2024,2024,5,256,59,0.4,0.4
5/23/2024,2024,5,264,69,0.4,0.4
5/24/2024,2024,5,377,84,0.4,0.4
5/25/2024,2024,5,349,68,0.4,0.4
5/26/2024,2024,5,446,120,0.4,0.4
5/27/2024,2024,5,368,70,0.4,0.4
5/28/2024,2024,5,305,53,0.4,0.4
5/29/2024,2024,5,287,46,0.4,0.4
5/30/2024,2024,5,337,68,0.4,0.4
5/31/2024,2024,5,447,103,0.4,0.4
6/1/2024,2024,6,500,116,0.4,0.4
6/2/2024,2024,6,342,68,0.4,0.4
6/3/2024,2024,6,332,90,0.4,0.4
6/4/2024,2024,6,425,100,0.4,0.4
6/5/2024,2024,6,417,88,0.4,0.4
6/6/2024,2024,6,424,88,0.4,0.4
6/7/2024,2024,6,509,104,0.4,0.4
6/8/2024,2024,6,553,102,0.4,0.4
6/9/2024,2024,6,486,86,0.4,0.4
6/10/2024,2024,6,362,85,0.4,0.4
6/11/2024,2024,6,399,87,0.4,0.4
6/12/2024,2024,6,484,100,0.4,0.4
6/13/2024,2024,6,581,116,0.4,0.4
6/14/2024,2024,6,711,98,0.4,0.4
6/15/2024,2024,6,452,112,0.4,0.4
6/16/2024,2024,6,394,104,0.4,0.4
6/17/2024,2024,6,470,76,0.4,0.4
6/18/2024,2024,6,545,80,0.4,0.4
6/19/2024,2024,6,349,66,0.4,0.4
6/20/2024,2024,6,502,101,0.4,0.4
6/21/2024,2024,6,565,86,0.4,0.4
6/22/2024,2024,6,624,84,0.4,0.4
6/23/2024,2024,6,403,82,0.4,0.4
6/24/2024,2024,6,451,63,0.4,0.4
6/25/2024,2024,6,542,97,0.4,0.4
6/26/2024,2024,6,814,167,0.4,0.4
6/27/2024,2024,6,832,213,0.4,0.4
6/28/2024,2024,6,573,154,0.4,0.4
6/29/2024,2024,6,395,122,0.4,0.4
6/30/2024,2024,6,276,66,0.4,0.4
7/1/2024,2024,7,344,49,0.4,0.3
7/2/2024,2024,7,383,43,0.4,0.3
7/3/2024,2024,7,475,61,0.4,0.3
7/4/2024,2024,7,891,144,0.4,0.3
7/5/2024,2024,7,451,67,0.4,0.3
7/6/2024,2024,7,378,83,0.4,0.3
7/7/2024,2024,7,330,61,0.4,0.3
7/8/2024,2024,7,444,57,0.4,0.3
7/9/2024,2024,7,492,65,0.4,0.3
7/10/2024,2024,7,467,44,0.4,0.3
7/11/2024,2024,7,598,73,0.4,0.3
7/12/2024,2024,7,559,79,0.4,0.3
7/13/2024,2024,7,626,74,0.4,0.3
7/14/2024,2024,7,359,41,0.4,0.3
7/15/2024,2024,7,371,39,0.4,0.3
7/16/2024,2024,7,400,45,0.4,0.3
7/17/2024,2024,7,410,67,0.4,0.3
7/18/2024,2024,7,394,75,0.4,0.3
7/19/2024,2024,7,402,88,0.4,0.3
7/20/2024,2024,7,367,73,0.4,0.3
7/21/2024,2024,7,294,65,0.4,0.3
7/22/2024,2024,7,320,36,0.4,0.3
7/23/2024,2024,7,320,43,0.4,0.3
7/24/2024,2024,7,382,52,0.4,0.3
7/25/2024,2024,7,443,58,0.4,0.3
7/26/2024,2024,7,513,59,0.4,0.3
7/27/2024,2024,7,485,62,0.4,0.3
7/28/2024,2024,7,381,58,0.4,0.3
7/29/2024,2024,7,358,49,0.4,0.3
7/30/2024,2024,7,406,77,0.4,0.3
7/31/2024,2024,7,440,66,0.4,0.3
8/1/2024,2024,8,538,73,0.4,0.3
8/2/2024,2024,8,494,61,0.4,0.3
8/3/2024,2024,8,451,57,0.4,0.3
8/4/2024,2024,8,294,41,0.4,0.3
8/5/2024,2024,8,243,51,0.4,0.3
8/6/2024,2024,8,334,37,0.4,0.3
8/7/2024,2024,8,340,31,0.4,0.3
8/8/2024,2024,8,244,18,0.4,0.3
8/9/2024,2024,8,320,37,0.4,0.3
8/10/2024,2024,8,525,34,0.4,0.3
8/11/2024,2024,8,397,46,0.4,0.3
8/12/2024,2024,8,478,56,0.4,0.3
8/13/2024,2024,8,611,40,0.4,0.3
8/14/2024,2024,8,841,80,0.4,0.3
8/15/2024,2024,8,1074,106,0.4,0.3
8/16/2024,2024,8,917,197,0.4,0.3
8/17/2024,2024,8,984,207,0.4,0.3
8/18/2024,2024,8,783,235,0.4,0.3
8/19/2024,2024,8,764,126,0.4,0.3
8/20/2024,2024,8,960,107,0.4,0.3
8/21/2024,2024,8,927,122,0.4,0.3
8/22/2024,2024,8,867,139,0.4,0.3
8/23/2024,2024,8,1053,173,0.4,0.3
8/24/2024,2024,8,1305,300,0.4,0.3
8/25/2024,2024,8,673,173,0.4,0.3
8/26/2024,2024,8,759,139,0.4,0.3
8/27/2024,2024,8,748,133,0.4,0.3
8/28/2024,2024,8,896,148,0.4,0.3
8/29/2024,2024,8,874,184,0.4,0.3
8/30/2024,2024,8,1185,140,0.4,0.3
8/31/2024,2024,8,1038,137,0.4,0.3
9/1/2024,2024,9,910,182,0.4,0.3
9/2/2024,2024,9,753,102,0.4,0.3
9/3/2024,2024,9,884,110,0.4,0.3
9/4/2024,2024,9,910,125,0.4,0.3
9/5/2024,2024,9,1037,134,0.4,0.3
9/6/2024,2024,9,1276,174,0.4,0.3
9/7/2024,2024,9,1705,257,0.4,0.3
9/8/2024,2024,9,525,135,0.4,0.3
9/9/2024,2024,9,890,82,0.4,0.3
9/10/2024,2024,9,966,96,0.4,0.3
9/11/2024,2024,9,829,82,0.4,0.3
9/12/2024,2024,9,963,93,0.4,0.3
9/13/2024,2024,9,1363,158,0.4,0.3
9/14/2024,2024,9,1934,448,0.4,0.3
9/15/2024,2024,9,692,133,0.4,0.3
9/16/2024,2024,9,912,86,0.4,0.3
9/17/2024,2024,9,711,133,0.4,0.3
9/18/2024,2024,9,902,120,0.4,0.3
